time index;acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z
1;-9.648823;-0.659197;-1.354796;0.079241;-0.083623;0.051125;0.729022;-0.311236;-0.053534
2;-9.641445;-0.718947;-1.369776;0.082865;-0.06832;0.053931;0.728668;-0.314062;-0.055124
3;-9.626459;-0.74911;-1.309828;0.079249;-0.049446;0.057679;0.727114;-0.316919;-0.054577
4;-9.656384;-0.749125;-1.265502;0.115172;-0.023843;0.075864;0.726017;-0.322053;-0.055603
5;-9.671431;-0.778885;-1.28078;0.141288;-0.020047;0.081259;0.724557;-0.322896;-0.053458
6;-9.768885;-0.785686;-1.342222;0.124776;0.03479;0.047336;0.725399;-0.324658;-0.051628
7;-9.68632;-0.711498;-1.303266;0.069174;0.050214;0.024023;0.723371;-0.324695;-0.049653
8;-9.716129;-0.61421;-1.31098;0.044099;0.04263;0.007761;0.723707;-0.325508;-0.048946
9;-9.731021;-0.584412;-1.266319;0.015401;0.083644;0.002684;0.723636;-0.326894;-0.044704
10;-9.805847;-0.531762;-1.267441;0.021939;0.117563;-0.006121;0.722614;-0.326927;-0.042016
11;-9.79039;-0.210325;-1.341034;0.100344;0.105454;0.000822;0.723152;-0.326816;-0.038463
12;-9.74526;-0.151084;-1.250447;0.031425;0.093042;0.020787;0.72449;-0.328178;-0.0354
13;-9.722905;-0.165767;-1.354717;0.022494;0.116311;0.020955;0.724363;-0.328764;-0.02995
14;-9.72283;-0.120942;-1.354595;0.009508;0.113195;0.04629;0.72336;-0.329189;-0.028887
15;-9.745425;-0.112842;-1.504396;-0.02297;0.131126;0.051925;0.722349;-0.330856;-0.024534
16;-9.67065;-0.195376;-1.503355;-0.025806;0.127693;0.060926;0.721459;-0.33264;-0.022217
17;-9.685777;-0.224823;-1.608298;-0.042863;0.150046;0.061124;0.719726;-0.333485;-0.02008
18;-9.655961;-0.269503;-1.690107;-0.029256;0.174328;0.063051;0.719884;-0.336228;-0.014853
19;-9.648574;-0.239054;-1.861757;-0.013931;0.187086;0.070329;0.717641;-0.340618;-0.009264
20;-9.611134;-0.209087;-1.935764;-0.000373;0.18713;0.070279;0.717006;-0.342293;-0.003539
21;-9.611048;-0.134222;-1.980393;0.022103;0.182863;0.076523;0.716191;-0.34383;0.001634
22;-9.618633;-0.133821;-2.085128;0.028409;0.191052;0.081087;0.716833;-0.347909;0.005815
23;-9.581194;-0.088807;-2.188983;0.027611;0.17652;0.07193;0.714062;-0.34934;0.012146
24;-9.581223;-0.073657;-2.248719;0.024759;0.147943;0.077172;0.712077;-0.351299;0.017969
25;-9.521267;0.008683;-2.374508;0.018619;0.139586;0.064439;0.711285;-0.354846;0.021276
26;-9.536199;0.031114;-2.359756;0.002511;0.138413;0.053623;0.709885;-0.355845;0.026011
27;-9.506371;0.001428;-2.456468;0.005817;0.150627;0.080819;0.709481;-0.358187;0.031076
28;-9.506348;0.031416;-2.486275;-0.008382;0.115105;0.05529;0.707575;-0.3593;0.032668
29;-9.506362;0.038991;-2.516143;0.011301;0.111853;0.067882;0.706059;-0.362325;0.037302
