time index;acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z
1;7.762596;0.239763;5.789834;-0.136474;-0.037357;-0.000502;-0.399794;0.279887;-0.64239
2;7.838261;0.097154;5.88156;-0.137437;-0.037415;-0.037589;-0.402313;0.283931;-0.640369
3;7.824034;-0.030519;5.903926;-0.116152;-0.037434;-0.034081;-0.403334;0.285537;-0.637193
4;7.988384;0.007314;5.982229;-0.064507;-0.049026;-0.040331;-0.406541;0.286974;-0.635736
5;8.01816;-0.014669;5.885297;-0.066682;-0.021742;-0.01809;-0.404974;0.28694;-0.635392
6;7.839055;-0.045464;5.904244;-0.057223;-0.002313;-0.042659;-0.406524;0.288389;-0.634797
7;7.883666;-0.030038;5.84509;-0.043212;-0.011152;-0.033015;-0.407468;0.289401;-0.633365
8;7.988127;0.000342;5.854661;-0.053701;-0.002393;-0.040893;-0.408432;0.289912;-0.632605
9;7.928494;-0.029864;5.845991;-0.058232;-0.002355;-0.036485;-0.408226;0.290499;-0.634211
10;7.823782;-0.015205;5.828862;-0.059549;0.004753;-0.016135;-0.408736;0.290196;-0.633024
11;7.928373;7.9e-05;5.860964;-0.07567;-0.002317;-0.011773;-0.409532;0.291201;-0.631451
12;7.868806;-0.022813;5.897313;-0.02625;0.001182;0.005019;-0.410112;0.292783;-0.631213
13;7.839263;-0.105287;5.859288;-0.003101;0.003805;0.005023;-0.408371;0.292846;-0.630053
14;7.778832;0.044288;5.91044;-0.022972;-0.003169;0.016477;-0.408887;0.294367;-0.631696
15;7.898601;-0.015102;5.875391;-0.024392;0.000282;0.001483;-0.408576;0.293297;-0.63141
16;7.823822;0.007018;5.896377;-0.003504;-0.007616;0.02085;-0.408737;0.295658;-0.63102
17;7.853875;-0.074913;5.784507;-0.006254;0.002933;0.027962;-0.40932;0.295292;-0.631585
18;7.853415;0.02995;5.821905;-0.025557;-0.00585;0.013802;-0.409239;0.295218;-0.629697
19;7.921066;-0.044833;5.83085;-0.030659;0.00732;0.005053;-0.40889;0.295672;-0.627933
20;7.913881;-0.089964;5.853267;-0.022781;-0.021732;0.008373;-0.410474;0.296372;-0.628414
21;7.943676;-0.082253;5.831345;-0.03645;0.008184;-0.014362;-0.411237;0.298515;-0.628994
22;7.884017;-0.09755;5.84517;0.008227;0.008151;-0.024947;-0.408664;0.29819;-0.628331
23;7.935983;-0.059591;5.78614;-0.020489;0.002885;-0.01263;-0.409445;0.296061;-0.627557
24;7.898114;0.04522;5.800273;-0.042933;0.020522;-0.04337;-0.410529;0.297723;-0.629227
25;7.868679;-0.074605;5.724771;0.014655;0.048609;-0.070548;-0.410123;0.297474;-0.629745
26;7.958766;-0.097322;5.861681;0.021516;0.032721;-0.061837;-0.409412;0.295378;-0.630379
27;7.943066;0.104625;5.988717;0.045925;0.073186;-0.080922;-0.40769;0.29169;-0.631094
28;7.778867;0.014501;5.857944;0.014451;0.059204;-0.10398;-0.409194;0.290884;-0.633586
29;7.883441;0.059541;5.950047;-0.044129;0.039886;-0.07058;-0.408779;0.288286;-0.634771
30;8.054728;0.120655;5.848364;-0.016942;0.064395;-0.091583;-0.407785;0.286577;-0.635257
31;7.787749;-0.203506;5.978426;0.043527;0.11727;-0.085962;-0.406262;0.285413;-0.636392
32;7.569447;0.095829;5.943697;0.106406;0.080362;-0.040268;-0.404062;0.281537;-0.639236
33;7.754821;0.314591;5.827118;0.051249;0.046888;-0.04224;-0.404022;0.278249;-0.639495
34;7.658197;0.283585;5.975293;-0.031979;0.11658;-0.053227;-0.402389;0.276593;-0.641565
35;7.800066;0.254568;5.873117;-0.049201;0.031124;-0.084723;-0.402435;0.276635;-0.642644
36;7.71843;0.268129;6.141612;-0.073832;0.028558;-0.10061;-0.40175;0.277295;-0.642882
37;7.718133;0.238934;5.946529;-0.048269;0.09276;-0.123115;-0.401226;0.275635;-0.644467
38;7.733443;0.297787;6.239436;-0.010831;0.052219;-0.135727;-0.402591;0.274701;-0.643723
39;7.791926;0.545563;6.240341;0.079193;0.036177;-0.232851;-0.403648;0.269969;-0.643762
40;7.88276;0.372882;6.362421;0.053372;0.016751;-0.314199;-0.406018;0.265684;-0.644673
41;7.867646;0.335972;6.20457;0.179612;0.011311;-0.312475;-0.407077;0.258223;-0.645783
42;7.595364;0.898211;6.033395;0.391185;-0.001145;-0.317731;-0.410093;0.244271;-0.648854
43;7.513421;0.838006;6.001797;0.247013;-0.147043;-0.322298;-0.416049;0.232808;-0.650458
44;7.886237;1.004298;6.054133;0.240492;-0.261672;-0.361904;-0.42744;0.219404;-0.647745
45;7.869503;1.215524;5.7534;0.252684;-0.303983;-0.434525;-0.439271;0.206282;-0.645323
46;7.890982;1.455091;5.888647;0.230644;-0.465959;-0.502668;-0.452461;0.193651;-0.638125
47;8.159686;1.248531;5.308946;0.140011;-0.224658;-0.227521;-0.462829;0.179942;-0.634689
48;8.203324;1.600113;5.587094;0.410941;-0.166784;-0.01525;-0.468771;0.168596;-0.632526
49;7.857176;1.922737;5.2421;0.269351;-0.261525;-0.05292;-0.477265;0.160936;-0.629284
50;8.199743;2.238191;5.473766;0.137479;-0.159398;-0.036279;-0.482763;0.152294;-0.628989
51;8.194048;1.74451;5.128997;0.231465;-0.233443;0.019579;-0.485828;0.14866;-0.626034
52;8.327049;2.030082;5.131359;0.332081;-0.200239;-0.070137;-0.491746;0.140802;-0.621994
53;8.101856;2.164858;4.976604;0.275944;-0.230008;-0.107381;-0.496843;0.131136;-0.619256
