time index;acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z
1;-4.154493;-8.868936;0.970611;0.029229;-0.00086;-0.004916;-0.013575;0.784354;0.146907
2;-4.198381;-8.863884;0.98453;0.032734;0.001072;-0.00227;-0.01361;0.784894;0.146242
3;-4.222852;-8.820103;1.012741;0.0227;0.001245;0.007431;-0.012558;0.784051;0.146581
4;-4.227787;-8.790958;1.024386;0.002529;-0.013889;-0.008519;-0.01379;0.78358;0.145235
5;-4.239948;-8.810344;1.03432;-0.027564;0.001912;-0.020891;-0.014372;0.784123;0.146483
6;-4.203268;-8.854136;0.979396;-0.043538;-0.002846;-0.023562;-0.013704;0.78396;0.146911
7;-4.159341;-8.868855;0.941192;-0.022247;-0.014319;-0.016485;-0.012493;0.784968;0.147852
8;-4.159219;-8.922217;0.907888;-0.015286;-0.008571;-0.007638;-0.015089;0.783874;0.147617
9;-4.164219;-8.854211;0.91641;0.029573;-0.001258;-0.020815;-0.013055;0.785374;0.149493
10;-4.191034;-8.873593;0.962802;0.020677;-0.010449;-0.021736;-0.014949;0.785463;0.147837
11;-4.178969;-8.825164;1.003713;0.014903;-0.002749;-0.003173;-0.014178;0.785168;0.147757
12;-4.173981;-8.868818;0.960533;0.002546;-0.003896;-0.008491;-0.015761;0.786034;0.14713
13;-4.169138;-8.851848;0.962756;0.000795;-0.003959;-0.010256;-0.01497;0.785867;0.147436
14;-4.174036;-8.844561;0.974782;0.008225;-0.004262;-0.02438;-0.015532;0.784301;0.146546
15;-4.183775;-8.85912;0.99445;0.002638;-0.010378;-0.012922;-0.01616;0.784721;0.146888
16;-4.159363;-8.873777;0.975513;0.016749;-0.008241;-0.004947;-0.016865;0.785268;0.148259
17;-4.144783;-8.859319;0.995045;0.007866;-0.013827;-0.00673;-0.016933;0.784593;0.14944
18;-4.142279;-8.88356;0.96616;-0.007925;-0.01064;-0.019108;-0.015795;0.785086;0.148968
19;-4.152064;-8.859215;0.960698;-0.00642;-0.013007;-0.005863;-0.017;0.784608;0.148141
20;-4.169079;-8.88341;0.958415;-0.011883;0.002531;-0.001429;-0.017062;0.783933;0.149452
21;-4.169022;-8.89791;0.921989;0.009293;-0.007161;-0.031454;-0.01692;0.784723;0.149695
22;-4.110629;-8.864287;0.963859;0.004734;-0.014388;-0.027039;-0.017949;0.784496;0.149777
23;-4.120345;-8.883672;0.966495;-0.006204;0.007604;-0.017296;-0.018829;0.78426;0.150255
24;-4.115357;-8.937078;0.943047;-0.017048;-0.014088;-0.008525;-0.017231;0.782458;0.151169
25;-4.110542;-8.890912;0.917863;0.009549;-0.004582;-0.001403;-0.019749;0.783899;0.149958
26;-4.120295;-8.898186;0.937404;0.009528;0.008153;-0.001381;-0.018298;0.784236;0.150543
27;-4.13498;-8.873873;0.961212;0.023467;0.001409;0.014517;-0.017335;0.784212;0.149171
28;-4.164203;-8.878553;0.946178;0.018411;-0.008061;0.001236;-0.017075;0.784202;0.149185
29;-4.154463;-8.873746;0.946242;0.002198;0.008332;0.007436;-0.018837;0.784661;0.150114
30;-4.169115;-8.868861;0.970388;0.00759;0.001967;0.005659;-0.016051;0.783632;0.148997
31;-4.164197;-8.898044;0.978307;0.000559;0.009043;0.000365;-0.017312;0.782876;0.149599
32;-4.130105;-8.864145;0.941554;0.011221;-0.011702;0.00388;-0.015229;0.784655;0.149916
33;-4.159283;-8.902855;0.941785;0.002284;0.004605;0.003892;-0.016371;0.783655;0.147814
34;-4.188599;-8.868734;0.955419;0.02029;0.013633;-0.004906;-0.016115;0.785376;0.147778
35;-4.188612;-8.863887;0.960225;0.03993;0.015594;-0.005762;-0.01663;0.784065;0.147789
36;-4.164372;-8.832609;1.04808;0.015049;-0.006581;-0.010243;-0.017347;0.784905;0.146432
37;-4.266596;-8.848862;0.929437;0.017134;-0.014106;-0.022649;-0.016842;0.784887;0.1462
38;-4.191184;-8.830044;1.047629;0.004916;-0.017349;-0.036779;-0.017893;0.785996;0.145853
39;-4.091209;-8.806047;0.936242;0.010683;-0.032332;-0.054436;-0.019307;0.783654;0.145976
40;-4.208299;-8.781324;1.014732;-0.082758;-0.029579;-0.02454;-0.019908;0.783536;0.146854
41;-4.081791;-8.709313;1.120546;-0.143932;0.014009;-0.005051;-0.020486;0.783921;0.150695
42;-4.109767;-9.259756;0.767792;-0.015004;0.008456;-0.017336;-0.019847;0.78334;0.153076
43;-4.037515;-8.859777;0.952663;-0.089216;-0.015581;0.028512;-0.020188;0.781457;0.156478
44;-3.881278;-8.937992;0.804781;-0.032265;0.017789;0.035747;-0.019435;0.782473;0.158559
45;-4.044117;-9.111709;0.643944;0.00794;0.064717;0.075574;-0.017975;0.78161;0.159308
46;-4.192728;-9.07184;0.508949;0.041884;0.114462;0.156049;-0.013094;0.782757;0.158757
47;-4.1687;-8.980084;0.718015;0.062709;0.100711;0.18167;-0.009771;0.781569;0.158062
48;-4.271264;-8.867882;0.731625;0.194571;0.033939;0.193148;-0.003779;0.781509;0.15398
49;-4.366197;-8.920786;0.709099;0.32572;0.001304;0.153458;0.0022;0.783895;0.144649
50;-4.464002;-8.889316;1.015181;0.334628;-0.003245;0.150782;0.006844;0.785943;0.134481
51;-4.67138;-8.864394;1.226793;0.479458;-0.033294;0.135816;0.01438;0.788425;0.122771
52;-4.357458;-8.693912;1.40954;0.462404;0.027106;0.090979;0.016916;0.79061;0.106792
53;-4.360827;-8.279086;1.649248;0.238062;0.091633;0.057329;0.019231;0.790886;0.096552
54;-4.638333;-8.489073;1.704939;0.113098;0.105695;0.145436;0.022065;0.792157;0.091359
55;-4.767631;-8.42533;1.731213;0.074286;0.042385;0.169962;0.027025;0.792801;0.087331
