time index;acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z
1;-1.13064969854969;-9.73539053337555;-0.77851127029081;0.02188;0.001333;-0.049547;-0.242033;0.598089;-0.338899
2;-1.12416289535596;-9.72903941244963;-0.770731735930238;0.029852;0.009247;-0.047726;-0.24203;0.598609;-0.338629
3;-1.1121568373711;-9.72192215856255;-0.774330831501995;0.031466;0.000446;-0.040729;-0.243006;0.596643;-0.338943
4;-1.10167589905283;-9.7081352008718;-0.755210192911372;0.031371;-0.007473;-0.037254;-0.243141;0.5969;-0.338679
5;-1.09261871845578;-9.69253016039991;-0.757910562467561;0.034526;-0.006604;-0.059308;-0.242676;0.598428;-0.340556
6;-1.05388195780326;-9.67993071607425;-0.729823093790013;0.029683;-0.010995;-0.041691;-0.243653;0.598688;-0.340062
7;-1.04378152693354;-9.68372587055966;-0.7173613641482;0.020824;0.006621;-0.041569;-0.243175;0.598372;-0.338955
8;-1.04774724015392;-9.67109672655938;-0.725096531671155;0.035179;0.001316;-0.04778;-0.241877;0.599383;-0.338082
9;-1.06121541753456;-9.69150900101435;-0.708125230691304;0.027968;-0.010115;-0.044333;-0.24278;0.598918;-0.339479
10;-1.07675664956638;-9.6897550974098;-0.717014373223276;0.02089;-0.017142;-0.046147;-0.243594;0.597848;-0.338974
11;-1.06565762919096;-9.68793173405537;-0.703185426124536;0.031765;-0.004845;-0.054884;-0.243019;0.597833;-0.338811
12;-1.06210652334316;-9.67885318513802;-0.69262114961205;0.015609;-0.003059;-0.047813;-0.24286;0.598601;-0.338128
13;-1.05854014492711;-9.67852848245671;-0.709340181120422;0.051126;-0.010146;-0.046097;-0.243419;0.598339;-0.338019
14;-1.05446763662903;-9.69013809991166;-0.708850589702926;0.004775;-0.011843;-0.040817;-0.243587;0.597056;-0.339107
15;-1.05219295753688;-9.69981684606764;-0.73938773446344;0.022508;0.019824;-0.035302;-0.243846;0.598346;-0.33804
16;-1.05347691038657;-9.67733503189403;-0.750272432399201;0.040884;0.005724;-0.023043;-0.242708;0.598721;-0.33785
17;-1.0714766599892;-9.68884833200827;-0.739221858540412;0.04354;0.002208;-0.023069;-0.243582;0.599276;-0.338165
18;-1.06338200192155;-9.69771777082367;-0.723143458526428;0.031246;-0.004829;-0.03106;-0.241741;0.598339;-0.338615
19;-1.06755546883445;-9.71349150248046;-0.713031091887978;0.030657;0.002205;-0.044246;-0.243455;0.599158;-0.338564
20;-1.05897373319783;-9.72111231971947;-0.720219618791071;0.038259;-0.010118;-0.026685;-0.244532;0.599249;-0.337127
21;-1.06208072005072;-9.73413992103006;-0.722443117749922;0.045665;-0.0207;-0.040877;-0.244154;0.598765;-0.338462
22;-1.05473239708131;-9.72493061577229;-0.705526670017322;0.068588;-0.015441;-0.032014;-0.243158;0.598749;-0.338414
23;-1.04321604452924;-9.71486412116821;-0.691720565207432;0.051583;-0.032141;-0.028601;-0.24304;0.597722;-0.339353
24;-1.03825804995494;-9.71323890015707;-0.709200140257718;0.029398;-0.043557;-0.03133;-0.243839;0.597554;-0.338173
25;-1.03752916234315;-9.7165721903418;-0.72971876703207;0.02058;-0.036506;-0.033929;-0.242913;0.597997;-0.336233
26;-1.05455323960738;-9.70263076827363;-0.730738825263776;0.016148;-0.02681;-0.03386;-0.244149;0.598759;-0.338326
27;-1.06257682646871;-9.70415236757516;-0.745486802177756;0.03123;-0.038272;-0.033058;-0.244629;0.598555;-0.336318
28;-1.05879760359014;-9.71870609962247;-0.746940688196685;0.026676;-0.024187;-0.026784;-0.244754;0.598934;-0.335783
29;-1.06072733350139;-9.74330757089346;-0.759316103155325;0.017024;-0.040023;-0.033954;-0.244939;0.598713;-0.336875
30;-1.06394463899423;-9.76900733037391;-0.800095689661275;0.024273;-0.025073;-0.038263;-0.245052;0.599082;-0.336069
31;-1.08394649722045;-9.8005422355765;-0.776801042802214;0.052567;-0.01542;-0.031132;-0.245155;0.59944;-0.334992
32;-1.09372959242741;-9.79875783453863;-0.763355372255915;0.031373;-0.006586;-0.037247;-0.244759;0.599593;-0.33565
33;-1.07592684546763;-9.75398809052694;-0.801429859565263;0.03163;0.019805;-0.045888;-0.245569;0.600089;-0.334472
34;-1.09246957597855;-9.7632400200705;-0.769848743194563;0.082631;-0.011933;-0.023165;-0.243626;0.598141;-0.336268
35;-1.11517355727772;-9.73516229325207;-0.72487773953335;0.114235;-0.028678;-0.007391;-0.244004;0.598231;-0.338453
36;-1.091681383445;-9.73865896597495;-0.72061142603781;0.049184;-0.025101;-0.040904;-0.244549;0.598872;-0.337669
37;-1.09318380708511;-9.7497661528552;-0.738257330723133;0.015353;-0.017136;-0.037323;-0.243518;0.598824;-0.336806
38;-1.09341950067104;-9.76163329536442;-0.745129592448106;0.031149;-0.025073;-0.028553;-0.245222;0.598978;-0.336754
39;-1.07882445831727;-9.76279349060874;-0.760503518502768;0.030969;0.00046;-0.017787;-0.245515;0.598467;-0.337173
40;-1.07186901104021;-9.77143745584661;-0.734372512320397;0.047229;-0.017171;-0.032025;-0.244135;0.597176;-0.338592
41;-1.06438480103057;-9.76528342765399;-0.735084506349528;0.026191;-0.003043;-0.003689;-0.242513;0.598277;-0.336756
42;-1.06176368096865;-9.79652792700957;-0.740900953057968;0.00193;-0.01533;0.007691;-0.241692;0.599603;-0.336991
43;-1.0620590359124;-9.80208944869203;-0.756151106896961;-0.005748;-0.001246;-0.005448;-0.241379;0.601404;-0.335626
44;-1.05760395949045;-9.80383579580249;-0.763253091252208;-0.005606;-0.010934;-0.012576;-0.240512;0.602687;-0.334774
45;-1.05781864885425;-9.79919465834878;-0.773608401893956;-0.011859;0.002278;-0.009837;-0.240168;0.601843;-0.333673
46;-1.05886374284749;-9.79620081689053;-0.784038631621724;0.023718;0.000472;-0.01073;-0.239015;0.602728;-0.332942
47;-1.0798599542212;-9.78714183181441;-0.797396777198303;0.050428;0.000444;-0.012493;-0.238772;0.603547;-0.333609
48;-1.0698857342593;-9.76122476177191;-0.798975680234873;0.061257;-0.011905;-0.021399;-0.238809;0.603319;-0.334558
49;-1.07328169349848;-9.77552804524897;-0.777792214138464;0.077748;-0.011939;-0.044342;-0.238781;0.603032;-0.334014
50;-1.06731049523124;-9.76141472016651;-0.793524031552498;0.075419;0.016247;-0.01591;-0.237366;0.602755;-0.334216
51;-1.05692425270852;-9.75025806051356;-0.747085091074045;0.058023;0.005697;-0.035395;-0.236823;0.601854;-0.335135
52;-1.07438961308785;-9.73657602852815;-0.736306089780216;0.077727;0.000394;-0.04249;-0.237465;0.6018;-0.336926
53;-1.07795811978859;-9.73291770807238;-0.708915214198007;0.054836;0.014503;-0.052098;-0.237582;0.601648;-0.33639
54;-1.06268223900224;-9.72010643476882;-0.726628967289074;0.027168;0.00397;-0.047762;-0.238256;0.601754;-0.33886
55;-1.06691765808319;-9.70753535894078;-0.70554296631879;-0.007676;-0.000381;-0.040734;-0.238363;0.60133;-0.338187
56;-1.09336182305718;-9.68939406731503;-0.776595641663455;-0.062889;-0.050487;-0.039325;-0.238995;0.602839;-0.335785
57;-1.1303392957526;-9.88235561269039;-0.775101252905313;0.118164;-0.094778;-0.109337;-0.239529;0.602815;-0.334998
58;-1.23059936607052;-9.7924301920311;-1.28913240177329;0.68573;-0.470591;-0.227552;-0.248237;0.595646;-0.342173
59;-0.949827378636751;-10.1686256326675;0.0558844041554634;-0.074647;-1.106531;0.226898;-0.263688;0.592562;-0.342779
60;-1.02388526018231;-10.0514419616463;-0.0295871370070986;0.155073;-0.170269;0.211384;-0.266411;0.603617;-0.332512
61;-1.09679084598861;-9.86814448778523;-0.358826406867682;0.692651;-0.293733;-0.430969;-0.272228;0.603297;-0.339292
62;-1.02800088917744;-9.92611569265893;-0.218641247478932;0.895926;-0.400575;-0.595808;-0.293842;0.59184;-0.351144
63;-0.97350673787213;-9.86258237004761;0.35498214557533;1.410519;-0.300915;-0.718572;-0.317297;0.571503;-0.369563
64;-0.97719488583083;-9.7878651380135;0.490314521088708;1.478081;-0.475433;-0.982727;-0.345669;0.543852;-0.399576
65;-0.965728739068149;-9.73649862736066;0.882330445875636;1.096414;-0.484525;-0.857489;-0.377633;0.51721;-0.416766
66;-0.960053293006448;-9.66556515948329;0.820619034442979;0.950611;-0.311833;-0.881007;-0.407727;0.492224;-0.426017
67;-0.986360582427873;-9.65869751787229;0.938786090955513;1.032799;-0.515409;-1.12419;-0.438534;0.464895;-0.43286
68;-1.00075475706096;-9.62229677856407;1.52679822627784;1.345342;-0.570359;-1.168626;-0.468228;0.42972;-0.44315
69;-0.975028812114164;-9.53195956053442;1.18560359778453;1.354647;-0.470811;-0.965886;-0.49748;0.392169;-0.450569
70;-0.954313845579589;-9.47418362365932;1.10888985510911;1.043063;-0.567218;-0.911877;-0.523234;0.355142;-0.455653
71;-0.930494860461218;-9.42576877437819;0.703412051037169;0.67543;-0.421407;-0.703551;-0.544397;0.326124;-0.456608
72;-0.864649504552069;-9.40757538633721;0.650705982935395;0.691311;-0.458419;-0.742632;-0.566771;0.300334;-0.451401
73;-0.830493768756549;-9.33692434034976;0.675741765608746;0.727396;-0.444262;-0.564278;-0.584372;0.274268;-0.447587
74;-0.775338092605801;-9.34280815086705;0.550480032424468;0.601366;-0.423764;-0.407083;-0.597142;0.256116;-0.437329
75;-0.614509207843773;-9.28363815653466;0.801153140033748;0.329928;-0.278083;-0.263123;-0.608146;0.244294;-0.429981
76;-0.524669059243769;-9.20698533832709;0.997058529110327;0.648341;-0.13407;-0.179141;-0.615804;0.228818;-0.43221
77;-0.467642324900905;-9.1851954653381;1.11706114987592;1.042243;-0.110782;-0.140124;-0.620479;0.210681;-0.435371
78;-0.452729236523178;-9.14267095484977;1.29274913679952;1.065953;-0.054433;-0.084129;-0.623072;0.190728;-0.440322
79;-0.429086417419951;-9.13604860598435;1.53039940818348;0.71449;-0.050419;-0.032935;-0.622314;0.177324;-0.444179
80;-0.46226284964403;-9.08449356013647;1.49714204401701;0.324327;-0.047254;0.004998;-0.623838;0.172206;-0.445188
81;-0.477575643169369;-9.12329643982753;1.49611753568149;0.018402;-0.098831;-0.035972;-0.627107;0.16558;-0.444382
82;-0.49895409434996;-9.13611529102717;1.37063789163233;-0.146324;-0.080104;0.020617;-0.627662;0.167931;-0.443196
83;-0.513008447501718;-9.24986840545318;1.67750467092265;-0.34926;-0.028786;-0.01255;-0.630253;0.175982;-0.44104
84;-0.533324005808191;-9.21446887848149;1.60850251921093;-0.1939;-0.006123;-0.038861;-0.628221;0.186777;-0.435958
85;-0.5609426064957;-9.24231109734138;1.78987342823127;0.058843;0.03586;0.030288;-0.627156;0.189575;-0.43659
86;-0.517785256181193;-9.20977288037783;1.86467569395569;0.224336;0.058583;0.107228;-0.625504;0.186591;-0.43894
87;-0.522856353775822;-9.22167627932055;2.04848796883796;0.233166;0.062104;0.106381;-0.624098;0.187238;-0.442394
88;-0.533986602272816;-9.17937421506425;1.9712933851342;0.230197;0.013677;0.0778;-0.622439;0.185947;-0.443935
89;-0.53512175305587;-9.20040570816534;1.95004724853223;0.103032;-0.039866;0.07565;-0.620182;0.186454;-0.444098
90;-0.533183559864923;-9.21479980012284;1.99037399214456;-0.190801;-0.12577;0.048558;-0.620933;0.190036;-0.440352
91;-0.580663601535018;-9.3098647252983;2.07142072060153;-0.418973;-0.168589;0.069427;-0.622257;0.197164;-0.435424
92;-0.541109388728054;-9.32441541988717;1.8333346023399;-0.408507;-0.178268;0.124054;-0.622808;0.209067;-0.42722
93;-0.542784732880326;-9.31350305492223;1.66439315918914;-0.079076;-0.162865;0.104765;-0.624399;0.21723;-0.421495
94;-0.499812892927459;-9.33114686437444;1.41673985847313;0.121731;-0.13144;0.117338;-0.625206;0.223352;-0.414779
95;-0.500890955763036;-9.38945259713787;1.43005302968145;0.045122;-0.09615;0.085816;-0.625462;0.225555;-0.413308
96;-0.487312293826558;-9.40600411570761;1.2935539751596;0.014428;0.024444;0.038998;-0.626426;0.226065;-0.412408
97;-0.465410241574908;-9.39411273512821;1.39476892652902;-0.0582;0.070308;0.028729;-0.623405;0.228604;-0.413892
98;-0.522394046675966;-9.36545633094762;1.46465623866691;-0.1637;0.102108;-0.023116;-0.621243;0.231816;-0.415285
