time index;acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z
1;9.305591;1.545952;2.473757;0.012293;-0.009447;-0.003826;-0.619398;-0.457907;-0.079605
2;9.308023;1.562997;2.444152;0.016032;-0.022329;-0.010911;-0.620131;-0.458288;-0.078723
3;9.320205;1.560487;2.454162;0.014114;-0.00766;-0.005581;-0.618744;-0.456731;-0.079474
4;9.354345;1.545732;2.459827;0.010668;-0.014208;-0.01089;-0.618941;-0.457938;-0.07828
5;9.322659;1.553198;2.449435;0.012156;-0.014725;0.003234;-0.620528;-0.458004;-0.078882
6;9.334827;1.565289;2.444518;0.008988;-0.009801;-0.016185;-0.621006;-0.458795;-0.078105
7;9.327522;1.560464;2.446937;0.028093;-0.008087;0.008567;-0.6199;-0.458183;-0.076764
8;9.334787;1.584704;2.451516;0.013204;-0.011288;-0.0047;-0.61951;-0.457797;-0.076755
9;9.320201;1.584859;2.40972;-0.000169;-0.011389;-0.004719;-0.620553;-0.456419;-0.076851
10;9.342147;1.565271;2.434848;0.009718;-0.011409;-0.008237;-0.621041;-0.459346;-0.076271
11;9.339765;1.536149;2.430428;-0.007339;0.003116;-0.003814;-0.620757;-0.457891;-0.075779
12;9.320154;1.579879;2.473387;-0.003466;-0.015408;-0.01798;-0.618554;-0.457443;-0.075805
13;9.337206;1.589525;2.463696;0.008578;0.010661;0.001523;-0.619309;-0.456616;-0.075349
14;9.344623;1.555591;2.4106;-0.008391;0.010568;0.003269;-0.619897;-0.456312;-0.076689
15;9.334852;1.550717;2.444772;0.003289;0.0269;-0.001987;-0.6191;-0.457951;-0.076339
16;9.325093;1.553181;2.451918;0.02121;0.009703;-0.004654;-0.620469;-0.457082;-0.077736
17;9.327482;1.565251;2.483534;-8.6e-05;0.012996;-0.010852;-0.619367;-0.457538;-0.076495
18;9.327415;1.608985;2.47299;-0.004008;0.008853;0.00592;-0.619381;-0.457535;-0.076756
19;9.339709;1.540902;2.484143;-0.018822;0.017381;-0.010863;-0.619118;-0.459149;-0.076694
20;9.337243;1.560353;2.478877;-0.006466;0.004937;-0.003808;-0.619215;-0.457657;-0.078563
21;9.320165;1.575026;2.471026;0.00187;-0.002628;-0.017948;-0.618694;-0.457812;-0.07853
22;9.33965;1.550522;2.532883;-0.002734;0.013826;-0.012618;-0.619195;-0.457261;-0.078183
23;9.334739;1.584595;2.507761;-0.011001;0.023133;-0.002008;-0.619862;-0.459102;-0.078555
24;9.346953;1.574847;2.493444;-0.005191;0.018991;-0.023204;-0.618727;-0.458606;-0.079158
25;9.315204;1.599238;2.521883;-0.015114;0.009958;-0.017941;-0.620178;-0.45801;-0.079643
26;9.310376;1.589614;2.487741;-0.007155;0.013761;-0.014394;-0.619094;-0.459665;-0.078757
27;9.317709;1.589625;2.463398;-0.007223;0.012944;-0.01086;-0.61932;-0.458836;-0.080613
28;9.305449;1.613902;2.499471;-0.015032;0.018947;-0.02234;-0.61739;-0.458641;-0.080906
29;9.307886;1.604137;2.519241;-0.008942;0.020997;-0.015264;-0.619109;-0.458034;-0.081535
30;9.300598;1.59935;2.502096;-0.033853;-0.010157;-0.016242;-0.616904;-0.458788;-0.081525
31;9.329837;1.599187;2.509879;-0.003741;-0.013279;-0.005607;-0.618893;-0.459771;-0.082382
32;9.337121;1.608841;2.522048;-0.008869;0.008183;-0.017931;-0.61789;-0.457666;-0.08304
33;9.32494;1.601598;2.531771;-0.005691;0.034116;-0.001098;-0.616807;-0.458785;-0.08217
34;9.295762;1.579955;2.49747;-0.026862;0.017329;-0.010881;-0.617167;-0.459287;-0.084124
35;9.307921;1.570084;2.546734;-0.030317;0.009874;-0.016198;-0.618531;-0.458019;-0.085403
36;9.300591;1.579831;2.548898;-0.02329;0.006435;-0.010899;-0.61738;-0.458328;-0.085723
37;9.295753;1.562869;2.541784;-0.044215;-0.005037;0.009364;-0.61686;-0.458215;-0.085698
38;9.329823;1.611345;2.502331;-0.029519;0.011814;-0.011766;-0.61703;-0.458601;-0.086476
39;9.266516;1.54597;2.566089;-0.027033;0.026607;-0.003809;-0.618197;-0.459066;-0.088993
40;9.276412;1.502365;2.483854;-0.049884;0.013321;-0.017994;-0.617484;-0.458814;-0.090262
41;9.276175;1.56035;2.639347;-0.016223;-0.007972;-0.007397;-0.618119;-0.458901;-0.092503
42;9.315253;1.545712;2.571723;-0.01772;-0.013768;-0.019765;-0.618047;-0.457581;-0.091108
43;9.266478;1.560513;2.580508;-0.038878;-0.01243;-0.032163;-0.617285;-0.458677;-0.091425
44;9.276196;1.567712;2.600093;-0.023108;-0.022852;-0.018032;-0.617032;-0.458418;-0.091549
45;9.25683;1.49496;2.596175;0.035158;-0.049918;-0.028631;-0.617265;-0.458682;-0.091034
46;9.271462;1.482719;2.608836;0.059208;-0.049678;-0.026834;-0.61847;-0.459186;-0.089264
47;9.259232;1.531439;2.563786;0.071683;-0.065887;-0.025085;-0.616534;-0.459685;-0.086937
48;9.212705;1.657956;2.56577;0.094894;-0.069356;-0.026832;-0.616974;-0.460776;-0.0829
49;9.3395;1.701345;2.403095;0.042384;-0.059762;0.010261;-0.617509;-0.461178;-0.080708
50;9.305545;1.604363;2.409159;0.029815;-0.069726;0.015507;-0.617772;-0.46079;-0.078264
51;9.242159;1.590008;2.462247;0.082514;-0.08188;0.055266;-0.618541;-0.460653;-0.07558
52;9.281268;1.614448;2.281455;0.089624;-0.103523;0.059661;-0.620287;-0.458216;-0.071716
53;9.408009;1.584574;2.327913;0.081512;-0.099197;0.020832;-0.620984;-0.457561;-0.067613
54;9.305676;1.575399;2.31674;0.098106;-0.094224;-0.00478;-0.621876;-0.457553;-0.064802
55;9.356705;1.679638;2.281464;0.154913;-0.122474;0.010265;-0.622813;-0.457584;-0.057834
56;9.393612;1.565646;2.107939;0.151554;-0.120858;0.0032;-0.62286;-0.457379;-0.051214
57;9.366809;1.590173;2.053307;0.117707;-0.075782;-0.002049;-0.622883;-0.458091;-0.046646
58;9.493777;1.473039;2.013253;0.040834;-0.050822;0.005003;-0.622982;-0.458251;-0.043528
59;9.440187;1.458739;2.012689;0.009037;-0.064891;0.033183;-0.624516;-0.457794;-0.043103
60;9.3815;1.602441;1.950609;-0.070639;-0.065206;0.045454;-0.624419;-0.455812;-0.041207
61;9.457241;1.573226;1.79087;-0.153987;-0.00293;0.01901;-0.623864;-0.45488;-0.043024
62;9.510904;1.419465;2.04379;-0.192751;0.001499;-0.005757;-0.625965;-0.453968;-0.046022
63;9.42765;1.575045;2.181653;-0.176238;-0.0106;0.012775;-0.624996;-0.453968;-0.049869
64;9.413378;1.417427;2.096145;-0.120635;0.017016;0.042022;-0.625834;-0.451652;-0.051021
65;9.584148;1.273108;2.184389;0.059062;0.046142;0.02289;-0.629157;-0.451349;-0.055105
