time index;acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z
1;-0.132767;4.181393;-9.027315;0.017043;0.002792;0.005687;0.292088;-0.385917;0.387359
2;-0.102478;4.119827;-8.837799;0.009586;-0.00498;0.028827;0.291868;-0.384876;0.3884
3;-0.100432;4.1735;-8.903176;-0.000839;0.008088;0.004091;0.292432;-0.385287;0.388843
4;-0.085469;4.13932;-8.857054;0.001115;0.028382;0.001514;0.292052;-0.385301;0.389224
5;-0.105131;4.139419;-8.876621;0.006195;0.001078;0.012883;0.291484;-0.383821;0.388895
6;-0.085393;4.139224;-8.837606;0.007999;0.006391;0.014679;0.292285;-0.384882;0.388692
7;-0.09048;4.139465;-8.886254;-0.006261;-0.003428;0.000515;0.291779;-0.386234;0.388958
8;-0.090436;4.144243;-8.871647;0.007232;0.008057;0.002244;0.292095;-0.386587;0.387373
9;-0.095249;4.134471;-8.857136;0.011566;-0.000714;0.011052;0.292201;-0.384705;0.387209
10;-0.085373;4.1392;-8.832745;0.008109;-0.005292;-0.007614;0.292948;-0.384874;0.388596
11;-0.120091;4.168761;-8.925197;0.025195;-0.002692;-0.012191;0.292015;-0.383948;0.388793
12;-0.105021;4.119947;-8.862123;-0.008106;0.000179;0.009437;0.291999;-0.385274;0.388281
13;-0.112541;4.149168;-8.886345;0.001802;-0.0079;-0.004024;0.292183;-0.384429;0.386934
14;-0.11993;4.144392;-8.900998;0.006411;0.008878;-0.004864;0.292184;-0.385833;0.389107
15;-0.110002;4.12972;-8.876695;0.001837;7.5e-05;-0.001316;0.292553;-0.384944;0.386294
16;-0.124685;4.134548;-8.871902;0.010804;4.3e-05;-0.00317;0.292309;-0.386425;0.386443
17;-0.105118;4.134569;-8.876643;0.016016;-0.000687;0.01457;0.293347;-0.385937;0.388371
18;-0.090336;4.132034;-8.854686;0.007078;0.001084;0.013767;0.291089;-0.385161;0.388764
19;-0.12236;4.15887;-8.886361;0.009791;0.009957;0.018236;0.292155;-0.384484;0.388812
20;-0.09281;4.127232;-8.864447;0.006265;-0.004333;0.000405;0.294029;-0.384872;0.388792
21;-0.100254;4.132192;-8.886348;0.004337;-0.003297;0.01732;0.29207;-0.384974;0.387206
22;-0.140015;4.174023;-9.007946;0.00617;-0.005975;0.012841;0.292061;-0.384169;0.38719
23;-0.094963;4.109946;-8.801334;-0.000742;0.006176;-0.010152;0.29286;-0.383628;0.387225
24;-0.100236;4.146669;-8.871696;0.004669;0.007934;-0.011964;0.29322;-0.384474;0.388738
25;-0.100325;4.144364;-8.896016;0.004549;0.009845;0.004052;0.29402;-0.384734;0.388654
26;-0.11497;4.149145;-8.881498;-0.001716;-0.0044;-0.008422;0.294292;-0.385135;0.388677
27;-0.092727;4.124711;-8.84501;0.016151;0.01786;0.01378;0.291017;-0.384724;0.387544
28;-0.097773;4.127317;-8.881493;0.01879;-0.000774;0.004766;0.291329;-0.383944;0.388486
29;-0.090473;4.129789;-8.89116;0.011788;0.011541;-0.003112;0.292667;-0.385002;0.388314
30;-0.080566;4.129643;-8.861929;0.002798;0.01069;-0.000373;0.291777;-0.385497;0.386663
31;-0.095214;4.139261;-8.844959;0.014966;-0.005883;0.027003;0.292382;-0.384195;0.388148
32;-0.100374;4.12751;-8.920403;0.016102;-0.007873;0.000303;0.291324;-0.384209;0.388357
33;-0.100106;4.119923;-8.857232;0.009828;0.006357;0.011101;0.292145;-0.384346;0.388674
