time index;acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z
1;0.538353;-0.291668;-9.753541;0.000307;-0.003084;-0.011101;-0.258188;0.243911;0.930631
2;0.530902;-0.29179;-9.708835;0.001159;0.004181;-0.006528;-0.257308;0.243524;0.929578
3;0.523338;-0.306513;-9.761307;-0.009665;0.002353;-0.006511;-0.25779;0.243527;0.928609
4;0.53085;-0.306627;-9.738764;0.005708;-0.006648;-0.011134;-0.259129;0.24378;0.928969
5;0.530851;-0.321673;-9.708917;-0.027771;0.004148;-0.002838;-0.257596;0.243792;0.929427
6;0.553324;-0.306733;-9.738384;-0.017036;0.006141;0.005279;-0.258817;0.243239;0.929398
7;0.538391;-0.276779;-9.738556;-0.02239;0.002431;-0.000155;-0.259139;0.243781;0.928832
8;0.538393;-0.291825;-9.708709;-0.004287;0.006007;-0.003792;-0.258723;0.242705;0.92873
9;0.523409;-0.284231;-9.723886;-0.000714;0.000684;-0.002022;-0.259214;0.243099;0.929524
10;0.553374;-0.27685;-9.738303;-0.013255;0.002294;-0.008324;-0.258185;0.243251;0.928737
11;0.553336;-0.291739;-9.753288;-0.004426;0.004433;0.007045;-0.25837;0.244185;0.930075
12;0.523378;-0.30667;-9.716475;-0.011455;-0.001296;-0.009244;-0.258875;0.242825;0.930357
13;0.553362;-0.291844;-9.723399;-0.009709;0.002398;-0.003809;-0.257931;0.243121;0.928476
14;0.538378;-0.276727;-9.7535;-0.004408;0.002608;0.005229;-0.25905;0.243518;0.928159
15;0.545858;-0.291756;-9.73847;-0.007815;0.002279;-0.010143;-0.25879;0.242832;0.929679
16;0.553376;-0.291896;-9.708455;-0.024029;-0.005047;-0.014678;-0.258079;0.242296;0.929985
17;0.523422;-0.27676;-9.723865;-0.007975;-0.004683;-0.000231;-0.258238;0.242432;0.929705
18;0.530894;-0.28424;-9.731231;-0.007959;-0.000204;-0.000204;-0.258153;0.242438;0.929026
19;0.553368;-0.284347;-9.730851;-0.009936;-0.000855;0.01245;-0.25789;0.242442;0.928899
20;0.538405;-0.276831;-9.723612;-0.013147;-0.005075;-0.018317;-0.258988;0.242837;0.928855
21;0.538443;-0.261942;-9.708627;0.002799;0.009839;0.007069;-0.257574;0.242306;0.929457
22;0.538348;-0.306688;-9.731165;0.00641;-0.008146;0.003323;-0.259255;0.242428;0.928854
23;0.553349;-0.291792;-9.738344;0.002772;-0.009918;0.005122;-0.259485;0.242961;0.929517
24;0.523359;-0.314115;-9.723967;0.008277;-0.002831;-0.000257;-0.257751;0.244333;0.929276
25;0.553362;-0.291844;-9.723399;0.010186;0.006916;-0.005637;-0.258189;0.244871;0.928979
26;0.538354;-0.306715;-9.723693;0.004576;-0.000909;0.006994;-0.257045;0.244877;0.929697
27;0.538318;-0.33665;-9.708831;0.002805;-0.004575;0.003357;-0.257509;0.244339;0.928875
28;0.538323;-0.32163;-9.731206;-0.015074;0.002309;-0.007407;-0.25895;0.243928;0.927746
29;0.530863;-0.306679;-9.72382;-0.006199;0.009772;0.005286;-0.257527;0.243531;0.928481
30;0.553325;-0.314256;-9.72346;0.002841;0.006177;0.003422;-0.257488;0.245011;0.929272
31;0.52341;-0.291754;-9.708961;-0.008024;-0.011817;0.001531;-0.2587;0.245267;0.929499
32;0.538323;-0.32163;-9.731206;-0.006146;0.010593;0.001671;-0.256764;0.245014;0.92984
33;0.530845;-0.321647;-9.716389;-0.022605;-0.006256;0.01336;-0.258187;0.244736;0.928981
34;0.538318;-0.33665;-9.708831;0.005485;0.002678;0.007017;-0.257723;0.2461;0.928154
35;0.538329;-0.321656;-9.723734;-0.006075;0.010482;-0.003757;-0.257539;0.246366;0.928835
36;0.55328;-0.336643;-9.730994;-0.026035;-0.00474;0.000707;-0.25819;0.246506;0.927449
37;0.538329;-0.321656;-9.723734;-0.028503;0.011093;-0.013647;-0.257942;0.246106;0.927057
38;0.55328;-0.336643;-9.730994;-0.001569;-0.004797;-0.006589;-0.258968;0.245819;0.927846
39;0.553285;-0.321623;-9.753369;-0.018675;0.007689;-0.006465;-0.258169;0.246504;0.927723
40;0.530806;-0.336537;-9.731374;-0.009705;0.011404;-0.001929;-0.258393;0.245957;0.92827
41;0.553313;-0.32925;-9.708557;0.001044;-0.014556;-0.002139;-0.259721;0.246209;0.928767
42;0.553273;-0.329094;-9.75339;-0.011541;-0.001155;-0.002018;-0.258329;0.24649;0.929216
43;0.523334;-0.329056;-9.724008;-0.018719;-0.000352;-0.005601;-0.258399;0.247037;0.928386
44;0.538315;-0.314081;-9.753602;-0.008732;0.000504;-0.009245;-0.258366;0.245549;0.928551
45;0.553305;-0.321701;-9.730953;-0.00972;0.00602;-0.001975;-0.258087;0.246496;0.928815
46;0.538331;-0.336703;-9.693886;-0.009926;-0.002683;0.010637;-0.258288;0.247161;0.929885
47;0.553273;-0.336617;-9.738466;0.001223;0.002291;-0.011071;-0.257814;0.246499;0.928824
48;0.538297;-0.336572;-9.731247;-0.01512;0.011382;-0.001919;-0.257653;0.246228;0.929107
49;0.523379;-0.314193;-9.70155;-0.006059;-0.014758;-0.011156;-0.259411;0.245953;0.92742
50;0.538318;-0.33665;-9.708831;0.00835;0.006053;-0.003821;-0.257251;0.247447;0.929233
51;0.553261;-0.344088;-9.738486;-0.013446;0.003484;0.006158;-0.258356;0.246898;0.928935
52;0.523321;-0.336527;-9.724028;-0.0188;-0.002931;-0.000191;-0.257512;0.246633;0.92924
53;0.523346;-0.321585;-9.723987;-0.014166;0.013108;-0.005522;-0.258482;0.24757;0.92919
54;0.523359;-0.314115;-9.723967;-0.025878;-0.004074;-0.011036;-0.258044;0.246357;0.929364
55;0.530844;-0.314124;-9.731312;-0.011575;0.006094;0.001657;-0.258636;0.244601;0.928424
56;0.560822;-0.306795;-9.730786;-0.018856;0.009754;0.007113;-0.258695;0.245147;0.927731
57;0.553325;-0.314256;-9.72346;-0.015283;0.006221;0.008893;-0.258599;0.244867;0.928965
58;0.553362;-0.291844;-9.723399;-0.024179;0.000589;-0.001977;-0.259367;0.243504;0.929375
59;0.553388;-0.276902;-9.723359;-0.011414;0.003141;-0.011037;-0.258909;0.244598;0.928416
60;0.553356;-0.291818;-9.730872;-0.017022;-0.004688;0.001588;-0.259377;0.24418;0.929361
61;0.553324;-0.306733;-9.738384;-0.013289;0.011348;-0.00374;-0.258556;0.244053;0.929391
62;0.538287;-0.306453;-9.798414;-0.029508;-0.000429;-0.007391;-0.259097;0.244452;0.929502
63;0.553329;-0.291713;-9.76076;-0.025903;0.016681;-0.003674;-0.259144;0.242027;0.928457
64;0.553373;-0.261804;-9.768151;-0.036733;0.016642;-0.003649;-0.259887;0.241067;0.929268
65;0.583266;-0.276704;-9.81999;-0.040293;0.032774;-0.00264;-0.261515;0.2397;0.929104
66;0.590896;-0.254719;-9.707721;-0.081691;0.061202;-0.006874;-0.263279;0.237371;0.930589
67;0.598378;-0.232159;-9.759838;-0.087806;0.068092;-0.01948;-0.265575;0.235201;0.928648
68;0.658293;-0.202298;-9.833467;-0.109621;0.099775;0.000657;-0.269845;0.231233;0.929128
69;0.673437;-0.142837;-9.765801;-0.103278;0.097028;-0.003003;-0.272891;0.227158;0.927743
70;0.711056;-0.098528;-9.667909;-0.099703;0.100648;-0.001195;-0.276628;0.224142;0.928223
71;0.763676;-0.024277;-9.607042;-0.051203;0.053436;0.004678;-0.278719;0.219927;0.928643
72;0.771241;-0.024599;-9.524723;-0.022298;0.030963;-0.003686;-0.280391;0.218699;0.92793
73;0.771155;-0.039306;-9.592012;0.08579;-0.006991;0.00484;-0.282881;0.221797;0.926155
74;0.770808;-0.113153;-9.838797;0.100296;0.00297;0.006681;-0.281194;0.226277;0.925853
75;0.763271;-0.180617;-9.764385;0.057141;0.007928;-0.005837;-0.280318;0.230059;0.927308
76;0.770785;-0.2033;-9.69707;0.022709;-0.00733;-0.000429;-0.281988;0.230331;0.925068
77;0.793328;-0.158555;-9.704041;-0.009769;0.00063;0.000598;-0.282232;0.231135;0.92559
78;0.763266;-0.20316;-9.727085;0.002884;-0.007436;-0.002187;-0.280903;0.232232;0.92534
79;0.778296;-0.203414;-9.674527;-0.015266;-0.01188;0.003249;-0.279549;0.230897;0.925002
80;0.778313;-0.1734;-9.711806;-0.052107;0.007557;-0.003768;-0.281122;0.229929;0.925649
81;0.763426;-0.128582;-9.689521;-0.026116;-0.002878;0.006957;-0.280721;0.229649;0.927302
82;0.740916;-0.173457;-9.64519;-0.008972;0.003481;0.007873;-0.27992;0.229525;0.927059
83;0.770763;-0.188175;-9.749334;-0.0296;0.005944;0.000692;-0.280095;0.227757;0.92804
84;0.793313;-0.15098;-9.733909;-0.049689;-0.009993;0.014192;-0.279905;0.226944;0.928606
85;0.793408;-0.09871;-9.726295;-0.035129;-0.010124;0.005108;-0.279218;0.227505;0.926984
86;0.755997;-0.083669;-9.70447;0.013533;-0.000825;0.012301;-0.278135;0.227232;0.928659
87;0.755934;-0.128546;-9.689648;0.040556;-0.02586;0.010261;-0.277995;0.229122;0.929036
88;0.740901;-0.158359;-9.689982;0.065637;-0.003866;0.029347;-0.276412;0.230764;0.928648
89;0.688356;-0.232898;-9.668654;0.026368;-0.011887;-0.00586;-0.27638;0.23361;0.927778
90;0.710793;-0.202781;-9.765331;0.002912;-0.008352;-0.003981;-0.274792;0.235656;0.927519
91;0.733307;-0.195521;-9.735044;0.006386;-0.002748;0.006893;-0.275893;0.234836;0.927226
92;0.740832;-0.195687;-9.697556;0.024347;-0.009764;0.011321;-0.274805;0.235642;0.929153
93;0.755827;-0.248446;-9.585363;0.000991;-0.01727;-0.000433;-0.27291;0.236743;0.929194
94;0.695681;-0.247327;-9.825483;-0.047715;-0.02459;-0.000339;-0.272664;0.235804;0.928676
95;0.658342;-0.164891;-9.848309;-0.025937;-0.019267;-0.007581;-0.270878;0.235535;0.930646
96;0.643464;-0.202828;-9.66186;0.01388;-0.010349;-0.016655;-0.27063;0.23812;0.928971
97;0.673405;-0.217911;-9.661395;0.001107;0.000609;-0.0039;-0.270276;0.238925;0.930193
98;0.673269;-0.202343;-9.840685;0.017283;0.003551;0.005123;-0.272009;0.236743;0.930314
99;0.673327;-0.24769;-9.691365;0.04985;0.007996;-0.00216;-0.269949;0.238262;0.92899
100;0.710915;-0.278456;-9.489066;0.031723;0.006153;-0.000332;-0.270244;0.242446;0.929446
101;0.688194;-0.284907;-9.750991;0.028053;0.006344;0.008731;-0.270346;0.243805;0.928327
102;0.68806;-0.291907;-9.885509;0.064339;-0.008152;-0.005927;-0.269364;0.247067;0.92748
103;0.688133;-0.34483;-9.706321;0.095739;-0.016824;0.002985;-0.269033;0.248683;0.928549
104;0.68053;-0.427079;-9.676783;0.078685;0.000964;-0.000465;-0.270035;0.254092;0.927051
105;0.672893;-0.441515;-9.811448;0.042669;0.015163;-0.001184;-0.269115;0.256685;0.925262
106;0.673012;-0.426939;-9.706798;0.035401;-0.004642;-0.004011;-0.268316;0.258045;0.925262
107;0.65805;-0.43447;-9.66971;0.034597;-0.001205;-0.011216;-0.269146;0.258712;0.925222
108;0.657925;-0.456543;-9.76691;0.037303;-0.001154;-0.009413;-0.268712;0.262103;0.924354
109;0.650412;-0.501541;-9.707381;0.018968;0.00639;0.012395;-0.268184;0.263325;0.924349
110;0.672911;-0.486706;-9.706961;0.001064;0.0187;0.004372;-0.268432;0.262375;0.924495
111;0.67293;-0.471738;-9.714392;0.012798;0.014244;0.003408;-0.26798;0.265225;0.923774
112;0.657896;-0.501551;-9.714726;0.015763;0.006664;-0.017446;-0.268373;0.265489;0.924029
