time index;acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z
1;4.297658;3.443574;8.124396;0.006711;0.003831;-0.004799;-0.034491;-0.090094;-0.771629
2;4.295395;3.399842;8.141199;0.004907;-0.005057;-0.010172;-0.033803;-0.089171;-0.771073
3;4.280671;3.402305;8.133827;0.023827;-0.010541;-0.028144;-0.032127;-0.088467;-0.771927
4;4.270653;3.436424;8.09989;0.017564;0.012613;-0.009293;-0.033167;-0.088355;-0.771454
5;4.246213;3.431541;8.10701;0.003186;0.005556;-0.009217;-0.032765;-0.088486;-0.771428
6;4.216862;3.460513;8.133701;0.011963;-0.003202;0.002224;-0.032081;-0.089951;-0.771362
7;4.238793;3.455804;8.104645;0.02719;-0.00143;0.003889;-0.031245;-0.088435;-0.772812
8;4.241177;3.472801;8.099875;0.030037;0.008197;-0.006751;-0.032515;-0.089671;-0.771926
9;4.209472;3.431571;8.101923;0.02275;0.007437;0.007521;-0.031107;-0.090099;-0.770636
10;4.280423;3.47995;8.124457;0.024645;0.001992;-0.010289;-0.031529;-0.090223;-0.771058
11;4.246064;3.465562;8.09258;0.024601;0.020734;0.011144;-0.033862;-0.090601;-0.772385
12;4.246118;3.463077;8.104723;0.020975;0.003867;0.002192;-0.033204;-0.091124;-0.772605
13;4.241171;3.460725;8.090097;0.013701;-0.001347;0.011115;-0.032738;-0.090226;-0.77126
14;4.290094;3.475267;8.090464;0.016382;0.000444;0.01289;-0.033614;-0.088864;-0.772404
15;4.241069;3.501936;8.092715;0.017038;-0.027815;0.016287;-0.032669;-0.089794;-0.772333
16;4.299785;3.47056;8.061332;0.001326;-0.010366;-0.013719;-0.034701;-0.089923;-0.77298
17;4.280129;3.482735;8.051543;0.020222;0.017995;-0.001277;-0.03424;-0.089952;-0.771885
18;4.265543;3.504357;8.092876;0.019788;0.049554;-0.029557;-0.032542;-0.089923;-0.772457
19;4.24628;3.470124;8.150942;0.019612;0.047926;-0.011787;-0.032215;-0.091279;-0.771611
20;4.309711;3.47039;8.095424;0.014119;0.040972;-0.001989;-0.030761;-0.09259;-0.772038
21;4.275573;3.533058;8.173286;0.050066;0.049644;-0.013793;-0.027808;-0.090591;-0.771241
22;4.282931;3.443624;8.114583;0.01057;0.044493;-0.002838;-0.027583;-0.092824;-0.772388
23;4.187503;3.421827;8.111467;0.005111;0.051688;0.013233;-0.025845;-0.094408;-0.772526
24;4.182433;3.489713;8.114177;-0.009488;0.021709;0.018538;-0.025283;-0.092163;-0.771602
25;4.18274;3.397495;8.128343;0.010006;-0.017273;0.011043;-0.025376;-0.091123;-0.770692
26;4.202168;3.441188;8.118938;-0.019716;-0.017054;0.03086;-0.027434;-0.090176;-0.771628
27;4.21417;3.518819;8.112074;0.014792;-0.057636;0.042822;-0.028503;-0.088785;-0.773852
28;4.443282;3.614303;7.921881;0.022325;-0.03475;0.023363;-0.029679;-0.089804;-0.771228
29;4.399611;3.61623;8.023716;0.007909;-0.052495;0.01627;-0.031786;-0.087771;-0.772856
30;4.337533;3.493433;8.338781;0.037706;0.050325;-0.036798;-0.032137;-0.090321;-0.772426
31;4.226717;3.395183;8.104294;0.023432;0.058385;-0.027783;-0.030475;-0.092997;-0.771747
32;4.118755;3.499422;8.113831;0.01209;0.021574;0.00768;-0.029159;-0.091918;-0.771826
33;4.212175;3.397418;8.143108;-0.032513;0.042853;0.008162;-0.027861;-0.089103;-0.77194
34;4.178599;3.280548;8.239601;-0.047961;0.027043;0.020634;-0.02751;-0.088013;-0.772609
35;4.151704;3.261177;8.234486;-0.015807;0.054669;0.052521;-0.02684;-0.086152;-0.772206
36;4.134521;3.30957;8.256478;0.015451;0.060918;0.06475;-0.024846;-0.086667;-0.77235
37;4.261433;3.372873;8.201637;0.008253;0.057449;0.066597;-0.02357;-0.086629;-0.773347
38;4.151476;3.309795;8.210399;0.015584;0.082171;0.068421;-0.021358;-0.085328;-0.771644
39;4.268984;3.307364;8.208677;0.006637;0.084875;0.070305;-0.01874;-0.08595;-0.772552
40;4.217941;3.287576;8.28849;0.006839;0.126463;0.079408;-0.016556;-0.086228;-0.771621
41;4.122653;3.193105;8.270459;-0.002139;0.124715;0.083001;-0.012074;-0.086305;-0.772435
42;4.193561;3.222204;8.268596;0.038951;0.12922;0.096929;-0.008348;-0.087737;-0.77273
43;4.054275;3.197737;8.316246;0.017573;0.126418;0.08106;-0.005424;-0.087846;-0.77283
44;4.119784;3.316883;8.249129;0.014258;0.146658;0.066994;-0.002105;-0.087419;-0.772917
45;4.129826;3.154654;8.199834;0.01797;0.167926;0.074167;0.002302;-0.087394;-0.772668
46;4.085043;3.334391;8.14204;0.050519;0.171119;0.038365;0.006176;-0.088833;-0.772688
47;3.884752;3.377349;8.286857;0.045327;0.159261;0.002756;0.011674;-0.088814;-0.771976
48;3.884887;3.324014;8.284183;0.032693;0.164725;0.019776;0.018169;-0.091141;-0.772899
49;3.721629;3.192579;8.387106;-0.004166;0.123912;0.002926;0.023618;-0.089371;-0.772758
50;3.533064;3.207181;8.381154;0.019601;0.079738;0.012249;0.026918;-0.090597;-0.771078
51;3.669994;3.405533;8.477702;0.065717;0.022235;0.008947;0.027901;-0.091609;-0.77274
52;3.689129;3.483426;8.417405;0.037117;0.049836;0.026237;0.029;-0.093079;-0.772382
53;3.662572;3.381465;8.441085;-0.006089;0.016295;0.026396;0.030943;-0.094301;-0.771181
54;3.584792;3.238192;8.483707;-0.011229;0.033851;0.01583;0.031738;-0.093099;-0.771025
55;3.601541;3.303926;8.430633;0.030735;0.035711;0.030621;0.033144;-0.092792;-0.772019
56;3.645815;3.332658;8.503961;0.013762;0.026771;0.0165;0.031522;-0.093657;-0.770225
57;3.640464;3.352562;8.401924;0.031785;0.02133;0.001205;0.032533;-0.093887;-0.771232
58;3.679886;3.354656;8.467808;0.012041;0.021385;0.004933;0.033208;-0.094551;-0.771181
59;3.58213;3.27471;8.454688;0.00673;0.01598;-0.00486;0.033323;-0.094142;-0.771449
60;3.596725;3.337659;8.474512;0.008414;0.024974;0.012969;0.036022;-0.092682;-0.770523
61;3.576973;3.342704;8.435521;0.010109;-0.001624;0.003029;0.033863;-0.094673;-0.771409
62;3.660183;3.352391;8.436075;0.012006;-0.005274;-0.012108;0.033894;-0.094822;-0.77087
63;3.699516;3.313514;8.450725;-0.002506;-0.012182;0.003981;0.034404;-0.09401;-0.771123
