time index;acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z
1;-9.597363;-1.579874;-0.492012;0.000817;0.017387;-0.009909;0.701201;0.00495;-0.323608
2;-9.582563;-1.587522;-0.462099;-0.005562;0.02303;0.006476;0.699918;0.003987;-0.321996
3;-9.597437;-1.579992;-0.462163;-0.00371;0.021058;-0.006282;0.700982;0.003593;-0.322641
4;-9.582561;-1.594872;-0.477072;0.001647;0.004875;-0.007116;0.701262;0.004786;-0.3225
5;-9.58259;-1.609631;-0.492093;0.003552;0.020956;-0.00992;0.701955;0.002646;-0.322457
6;-9.567758;-1.60987;-0.462132;-4.5e-05;0.028186;-0.00813;0.699459;0.004281;-0.322845
7;-9.58253;-1.594794;-0.462596;0.01259;0.01548;-0.009854;0.700989;0.00378;-0.324058
8;-9.612309;-1.587144;-0.462772;-0.003693;0.017355;-0.011711;0.700623;0.003362;-0.323241
9;-9.582423;-1.587267;-0.492397;-0.005595;0.018591;0.013819;0.701028;0.002761;-0.320874
10;-9.612103;-1.557389;-0.492427;0.001776;0.028137;-0.006278;0.700935;0.003873;-0.322542
11;-9.582441;-1.587296;-0.484934;-0.005463;0.028172;-0.00811;0.700402;0.003072;-0.322282
12;-9.567657;-1.602323;-0.462532;-0.00547;0.033663;7.6e-05;0.701069;0.002276;-0.322663
13;-9.597404;-1.587265;-0.46266;-5.8e-05;0.022758;-0.00808;0.700662;0.002943;-0.322547
14;-9.58249;-1.602085;-0.492493;0.005261;0.008528;0.003845;0.701434;0.003227;-0.323484
15;-9.582394;-1.572507;-0.477375;0.010799;0.013604;-0.017144;0.701954;0.002636;-0.321526
16;-9.627167;-1.572235;-0.455325;-0.000112;0.006527;-0.015308;0.70206;0.003183;-0.322078
17;-9.582427;-1.579916;-0.477424;-0.001887;0.024657;-0.000793;0.699767;0.003387;-0.323828
18;-9.59743;-1.609374;-0.492654;0.003505;0.022935;0.008338;0.70004;0.004583;-0.323826
19;-9.582497;-1.587385;-0.462548;0.012673;0.036164;-0.004471;0.700376;0.004416;-0.322707
20;-9.582563;-1.602203;-0.462644;0.004385;0.007516;-0.006183;0.700163;0.003722;-0.321606
21;-9.58243;-1.572566;-0.462451;0.023446;0.01544;-0.007102;0.699823;0.005488;-0.322737
22;-9.597333;-1.579796;-0.477536;0.005272;0.004838;-0.004348;0.701238;0.004921;-0.321986
23;-9.612276;-1.579735;-0.462724;-0.001962;0.021255;0.01381;0.701157;0.004163;-0.323502
24;-9.575074;-1.602204;-0.477513;0.009007;0.02996;-0.000801;0.700919;0.004414;-0.322823
25;-9.575074;-1.602204;-0.477513;-0.000112;0.017475;-0.00076;0.700906;0.003089;-0.32309
26;-9.5973;-1.572387;-0.477487;0.015293;0.0228;0.003797;0.699577;0.002815;-0.322313
27;-9.597455;-1.594703;-0.455246;0.00438;0.009354;-0.002544;0.70008;0.003631;-0.323127
28;-9.582527;-1.602144;-0.477569;0.00721;0.02628;-0.008997;0.701218;0.003866;-0.322393
29;-9.58239;-1.579857;-0.492348;0.007203;0.022658;-0.011717;0.701768;0.003993;-0.322372
30;-9.604856;-1.587204;-0.462716;0.004492;0.017183;-0.020818;0.700539;0.003337;-0.322278
31;-9.582516;-1.587414;-0.455085;0.016197;0.020974;0.001071;0.701639;0.003458;-0.322235
32;-9.597422;-1.587294;-0.455198;-0.007309;0.024649;-0.00445;0.700341;0.002969;-0.323388
33;-9.58246;-1.587326;-0.477472;0.005362;0.028238;0.002849;0.700383;0.004545;-0.32257
34;-9.582561;-1.609553;-0.477617;0.007176;0.024569;-0.002606;0.701202;0.004007;-0.322671
35;-9.582497;-1.587385;-0.462548;0.005404;0.029917;-0.006278;0.699553;0.003093;-0.32273
36;-9.582394;-1.572507;-0.477375;0.000765;0.017562;0.006537;0.700822;0.003064;-0.322127
37;-9.582441;-1.587296;-0.484934;-0.007308;0.025566;-0.002629;0.701891;0.003866;-0.322642
38;-9.58243;-1.572566;-0.462451;0.014399;0.013652;-0.011667;0.700951;0.003332;-0.322262
39;-9.582494;-1.594735;-0.47752;0.010798;0.024545;-0.0026;0.700354;0.004028;-0.323119
40;-9.582527;-1.602144;-0.477569;0.008978;0.022765;-0.002595;0.701393;0.004245;-0.321698
41;-9.58246;-1.587326;-0.477472;0.007162;0.019146;-0.006229;0.701256;0.00398;-0.321702
42;-9.582454;-1.602026;-0.507418;-0.00187;0.030073;0.00283;0.701472;0.002942;-0.32279
43;-9.612306;-1.594495;-0.477745;0.016196;0.022801;0.004708;0.700111;0.003216;-0.322571
44;-9.664438;-1.601365;-0.508035;0.008043;0.021044;0.004698;0.700714;0.003316;-0.321581
45;-9.492952;-1.580578;-0.491675;-0.005601;0.014063;0.008375;0.701112;0.003053;-0.321839
46;-9.604723;-1.557568;-0.462522;0.023475;0.018985;-0.009855;0.700936;0.003207;-0.322537
47;-9.642159;-1.586963;-0.448072;-0.003782;0.014;0.00654;0.700387;0.002946;-0.322558
48;-9.552596;-1.580127;-0.484661;0.001701;0.013812;-0.006211;0.699376;0.003579;-0.320946
49;-9.552659;-1.602296;-0.499731;0.005317;0.006519;-0.013472;0.699988;0.003343;-0.322301
50;-9.642256;-1.616541;-0.46319;0.004435;0.026486;0.006497;0.700354;0.003894;-0.323118
51;-9.545383;-1.617351;-0.454998;-0.006464;0.015739;-0.000758;0.701057;0.003879;-0.322814
52;-9.582356;-1.572448;-0.4923;0.010695;0.006664;0.001125;0.701045;0.002821;-0.323082
53;-9.597433;-1.602024;-0.477681;0.006158;0.01128;0.009305;0.700808;0.002538;-0.3224
54;-9.582394;-1.572507;-0.477375;0.019834;0.013611;-0.01166;0.700762;0.002961;-0.323233
55;-9.582356;-1.572448;-0.4923;0.001771;0.020868;-0.014452;0.699917;0.004577;-0.323555
56;-9.597406;-1.579914;-0.447687;0.003597;0.031734;-0.005377;0.700993;0.002314;-0.324047
57;-9.552763;-1.617173;-0.484904;0.001751;0.031876;0.004654;0.700776;0.003486;-0.32296
58;-9.567584;-1.602205;-0.492381;-0.009043;0.033529;-0.011785;0.700162;0.004589;-0.324097
59;-9.582497;-1.587385;-0.462548;0.012573;0.019182;-0.00075;0.700874;0.00417;-0.323651
60;-9.582408;-1.579887;-0.484886;-0.002749;0.029073;-0.006286;0.701103;0.003989;-0.321984
61;-9.604823;-1.579795;-0.462668;0.0045;0.028091;-0.009009;0.701227;0.003196;-0.32225
