time index;acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z
1;-0.04624;9.006531;-4.00947;-0.013968;0.01284;-0.003873;-0.469638;-0.648445;0.316299
2;-0.053568;8.998814;-3.964584;-0.014177;0.008449;0.004921;-0.470769;-0.647519;0.31651
3;-0.038626;8.998872;-3.964284;-0.01373;0.001387;-0.016306;-0.470764;-0.648559;0.316245
4;-0.046249;9.021408;-3.97947;-0.023884;-0.015312;-0.000537;-0.470857;-0.648731;0.317313
5;-0.038695;8.998997;-3.994302;-0.008634;0.01371;-0.003868;-0.47047;-0.648574;0.316527
6;-0.083674;9.021388;-4.010238;-0.016002;-0.010899;0.005672;-0.470262;-0.647475;0.315194
7;-0.038621;8.991433;-3.979284;0.002865;0.004014;-0.002171;-0.470659;-0.65021;0.31813
8;-0.0612;9.006504;-4.017274;-0.003341;0.010194;-0.002126;-0.470709;-0.649905;0.317055
9;-0.046201;8.99903;-4.00946;-0.005892;-0.01094;-0.009334;-0.469693;-0.6493;0.31804
10;-0.046127;8.991467;-3.994443;-0.005029;0.018989;-0.005597;-0.469987;-0.648507;0.318024
11;-0.046284;9.021471;-3.994479;-0.028066;0.001411;-0.01101;-0.470084;-0.649194;0.318826
12;-0.053599;8.991438;-3.994593;0.005444;0.017224;0.003216;-0.470138;-0.649273;0.317483
13;-0.068749;9.021478;-4.017442;-0.006601;0.017236;-0.01531;-0.470253;-0.648776;0.31828
14;-0.061113;9.006349;-3.979752;-0.015701;-0.000355;-0.007493;-0.46969;-0.648785;0.318307
15;-0.046049;8.976464;-3.994425;-0.006802;-0.002136;-0.007512;-0.471918;-0.649034;0.318737
16;-0.061031;8.983908;-3.994734;0.003723;0.004905;-0.000401;-0.469962;-0.649049;0.318429
17;-0.046201;8.99903;-4.00946;-0.008413;0.006664;-0.014506;-0.470422;-0.646677;0.318401
18;-0.04624;9.006531;-4.00947;0.00014;0.011944;0.001416;-0.469695;-0.64878;0.318173
19;-0.061139;8.991533;-4.024761;-0.006671;0.015473;-0.011799;-0.469805;-0.648289;0.319105
