time index;acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z
1;9.399405;-0.562803;-0.588594;-0.04931;0.032953;0.033007;-0.72692;0.120595;-0.360086
2;9.513224;-0.687582;-0.367264;-0.06151;-0.041287;0.032718;-0.725873;0.119747;-0.358143
3;9.782307;-0.716362;-0.438668;-0.020533;-0.096221;0.014339;-0.727802;0.124072;-0.356201
4;9.742854;-0.696669;-0.497159;-0.03914;-0.071456;0.013731;-0.729163;0.125265;-0.351767
5;9.683784;-0.657597;-0.55082;-0.030259;-0.071391;0.022545;-0.73072;0.123379;-0.351419
6;9.79225;-0.687553;-0.380137;-0.024024;-0.07764;0.017142;-0.730292;0.124888;-0.348223
7;9.923627;-0.645462;-0.559016;-0.005721;-0.062826;-0.011363;-0.732207;0.125893;-0.346617
8;9.803951;-0.619215;-0.469692;0.01366;0.011266;-0.020032;-0.731095;0.126538;-0.345633
9;9.742979;-0.580828;-0.384813;0.040199;-0.018765;-0.01152;-0.729904;0.124695;-0.346064
10;9.699831;-0.632066;-0.810699;0.022681;0.011304;-0.018355;-0.731559;0.122922;-0.345057
11;9.623988;-0.593449;-0.772096;-0.009118;-0.00069;0.022741;-0.731837;0.122528;-0.345332
12;9.628943;-0.492025;-0.686524;0.018498;-0.034457;0.006345;-0.732199;0.124494;-0.344323
13;9.912158;-0.50561;-0.889035;-0.001975;-0.043295;-0.007724;-0.732703;0.123151;-0.34406
14;9.936593;-0.527305;-0.915723;0.0154;0.045346;0.024617;-0.730836;0.123162;-0.343954
15;9.742131;-0.584596;-0.603606;-0.007829;0.061177;0.023973;-0.732406;0.123137;-0.343509
16;9.768771;-0.562488;-0.661681;-0.022569;0.018026;0.037209;-0.73151;0.125219;-0.346165
17;9.759293;-0.579797;-0.593756;-0.029464;0.059573;0.039263;-0.729923;0.125765;-0.346219
18;9.698642;-0.660229;-0.509418;-0.029561;0.047167;0.039179;-0.728349;0.128109;-0.348575
19;9.660505;-0.731601;-0.296068;-0.007821;0.057477;0.014147;-0.728926;0.128658;-0.349285
