time index;acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z
1;1.571095;9.480758;2.137025;0.00427;0.019888;0.012178;-0.521124;-0.542158;0.002026
2;1.556256;9.495694;2.137009;0.012443;0.018838;0.004897;-0.520491;-0.542144;0.001238
3;1.571058;9.480699;2.151947;0.003467;0.028661;-0.003364;-0.519755;-0.542834;0.002356
4;1.541418;9.510631;2.136994;0.001562;0.012578;0.000348;-0.52035;-0.541495;0.001374
5;1.571098;9.473408;2.122054;-0.010151;0.023406;-0.000625;-0.520724;-0.542551;0.001909
6;1.571061;9.473349;2.136976;0.012478;0.021459;-0.000586;-0.520755;-0.541752;0.00136
7;1.571043;9.47332;2.144437;0.011638;0.03036;-0.006097;-0.520491;-0.542274;0.001239
8;1.556293;9.495753;2.122087;-0.003839;0.015246;-0.00423;-0.520829;-0.541716;1e-06
9;1.56359;9.473379;2.144381;0.005249;0.023279;-0.002428;-0.520635;-0.541616;0.001093
10;1.578547;9.480698;2.137081;0.003463;0.021384;-0.01154;-0.519383;-0.540863;0.001814
11;1.556159;9.46612;2.121893;0.012522;0.021311;-0.011531;-0.520556;-0.541002;0.002582
12;1.571095;9.480758;2.137025;0.008867;0.025093;0.001218;-0.522293;-0.542233;0.000354
13;1.571076;9.480728;2.144486;-0.003744;0.030421;-0.009766;-0.520884;-0.541231;0.001487
14;1.571095;9.480758;2.137025;0.001647;0.02597;-0.004267;-0.520162;-0.542307;0.002336
15;1.556156;9.473469;2.136864;-0.000146;0.03777;0.006622;-0.52188;-0.542503;0.000508
16;1.571125;9.495515;2.152044;-0.000182;0.026953;0.001199;-0.52065;-0.541608;0.000821
17;1.586015;9.488016;2.144646;-0.00021;0.008819;-0.015138;-0.519754;-0.540092;0.002472
18;1.570991;9.465881;2.15185;0.001643;0.026893;-0.002447;-0.521914;-0.541768;0.002398
19;1.556226;9.480936;2.12199;0.001679;0.03042;-0.006112;-0.51996;-0.541231;0.001116
20;1.541266;9.480968;2.144261;-0.000131;0.02678;-0.011572;-0.520416;-0.541462;0.000151
21;1.571043;9.47332;2.144437;0.003417;0.017892;-0.00423;-0.521283;-0.54123;0.001606
22;1.571095;9.480758;2.137025;0.004376;0.026824;-0.006091;-0.52137;-0.54171;-2e-05
23;1.571061;9.473349;2.136976;0.008826;0.014291;-0.002384;-0.521904;-0.541315;9.2e-05
24;1.585933;9.46582;2.13704;-0.000108;0.025799;-0.01886;-0.521439;-0.541872;0.001198
25;1.571091;9.488107;2.151995;0.011507;0.012566;0.004012;-0.520531;-0.540687;0.000548
26;1.563709;9.495634;2.137065;0.005162;0.014456;0.008554;-0.521532;-0.541108;0.002002
