time index;acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z
1;9.348652;1.096958;2.537078;0.002391;0.048255;0.013911;-0.585496;-0.024956;-0.536473
2;9.399784;1.106346;2.571925;-0.015408;0.03712;0.012116;-0.583706;-0.024221;-0.536918
3;9.380344;1.07244;2.574666;-0.007256;0.033419;0.00681;-0.583867;-0.024718;-0.540026
4;9.355904;1.096788;2.605661;-0.01355;0.033417;0.008564;-0.582877;-0.024639;-0.538419
5;9.355918;1.067564;2.647741;-0.001764;0.029642;-0.000265;-0.58167;-0.022935;-0.540091
6;9.35587;1.101589;2.634922;-0.010263;0.042857;0.020952;-0.580922;-0.024026;-0.540668
7;9.355939;1.072488;2.613421;-0.016108;0.031437;0.003256;-0.57994;-0.022187;-0.541708
8;9.351033;1.062689;2.66976;0.005568;0.020377;-0.009109;-0.579341;-0.020733;-0.542627
9;9.34135;1.036066;2.648069;-0.000705;0.021286;-0.007353;-0.578991;-0.021274;-0.543371
10;9.316891;1.065248;2.691207;0.002948;0.029369;-0.012636;-0.57828;-0.020889;-0.544642
11;9.35103;1.045617;2.706738;-0.000418;0.018181;-0.021487;-0.577202;-0.020405;-0.54382
12;9.326727;1.02395;2.672512;0.003025;0.049264;-0.017012;-0.577382;-0.020898;-0.547318
13;9.346139;1.052919;2.711428;-0.006215;0.027756;-0.001162;-0.576625;-0.023325;-0.547726
14;9.316835;1.062687;2.759721;0.02946;0.038953;-0.001989;-0.574993;-0.022178;-0.548711
15;9.277843;1.079952;2.724594;0.015549;0.022071;-0.017945;-0.57418;-0.02235;-0.548014
16;9.311967;1.05785;2.762177;0.009956;0.031376;-0.007328;-0.573286;-0.021716;-0.548244
17;9.297313;1.065167;2.783836;-0.000924;0.018782;0.001462;-0.572589;-0.020794;-0.549791
18;9.28533;0.982788;2.716617;-0.022497;0.024299;0.01027;-0.573133;-0.021968;-0.550305
19;9.316714;1.091674;2.839912;-0.001717;0.014984;-0.003838;-0.571837;-0.020819;-0.55027
20;9.263266;1.033806;2.764302;-0.015343;-0.015637;0.011078;-0.571174;-0.020981;-0.54997
21;9.316906;1.023838;2.755507;-0.002849;-0.00284;0.010249;-0.5722;-0.020809;-0.54977
22;9.30954;1.028628;2.809111;-0.01874;0.00134;0.001406;-0.572502;-0.019455;-0.550604
23;9.282774;1.006916;2.804192;-0.009912;-0.007534;0.006687;-0.571477;-0.019627;-0.550804
24;9.331541;1.016478;2.755857;-0.023049;-0.003405;-0.004786;-0.572268;-0.02026;-0.551087
25;9.316941;0.989785;2.783;-0.021255;0.002046;-0.005663;-0.572444;-0.018535;-0.549461
26;9.312074;0.984948;2.785455;-0.033608;-0.001856;-0.011869;-0.572655;-0.017977;-0.551045
27;9.326643;1.00426;2.807348;-0.028397;0.000159;-0.005671;-0.572795;-0.016102;-0.551237
28;9.307117;1.023798;2.801822;-0.030776;-0.002038;-0.019812;-0.572769;-0.015841;-0.550725
29;9.321859;0.965479;2.781052;-0.027395;0.01095;-0.010951;-0.572722;-0.014493;-0.552319
30;9.312053;0.999529;2.780311;-0.002676;0.006026;0.001432;-0.571707;-0.01402;-0.550203
31;9.346222;0.970212;2.781339;-0.000581;0.001116;-0.0127;-0.573009;-0.015569;-0.550356
32;9.309603;0.980008;2.834411;0.001377;-0;-0.021542;-0.573051;-0.014492;-0.551168
33;9.290085;1.006879;2.804303;0.024349;0.00048;-0.010918;-0.571648;-0.01561;-0.55158
34;9.30225;1.028713;2.784545;0.019346;-0.009981;-0.026837;-0.571819;-0.014661;-0.552395
35;9.30222;1.033523;2.808914;0.010573;0.012452;-0.035633;-0.571228;-0.017233;-0.550991
36;9.302254;1.014094;2.809253;0.024575;0.022896;-0.023233;-0.570746;-0.019113;-0.551689
37;9.302278;1.02146;2.767554;0.015724;0.018211;-0.025901;-0.569836;-0.019683;-0.551624
38;9.277786;1.053009;2.84244;0.010758;0.004953;-0.044485;-0.569718;-0.020219;-0.551861
39;9.27778;1.062747;2.830044;0.019283;-0.003565;-0.025062;-0.570653;-0.02071;-0.552415
40;9.272888;1.106616;2.763181;0.038939;0.005663;-0.026783;-0.569448;-0.022366;-0.551654
41;9.28755;1.084688;2.761339;0.019906;-0.015921;-0.01095;-0.570397;-0.022321;-0.552484
42;9.26302;1.150281;2.813624;0.00644;-0.001432;-0.00917;-0.570033;-0.022864;-0.552968
43;9.267934;1.150347;2.767236;0.015523;-0.016064;-0.01537;-0.570887;-0.023908;-0.551945
44;9.26798;1.111441;2.792367;-0.000663;-0.042377;-0.007498;-0.571557;-0.024435;-0.549889
45;9.321519;1.130503;2.841754;-0.029404;-0.047874;0.001305;-0.572235;-0.023736;-0.550465
46;9.350675;1.154536;2.895576;-0.06155;-0.065399;0.003009;-0.572273;-0.022151;-0.548697
47;9.350691;1.122879;2.940144;-0.121452;-0.054858;0.008257;-0.574586;-0.02073;-0.548342
48;9.31146;1.28589;2.887805;-0.375666;0.056981;-0.087183;-0.576243;-0.015868;-0.547795
49;9.189965;1.165409;2.716884;-0.38679;0.108015;-0.15249;-0.573666;-0.011139;-0.550521
50;9.224212;1.136263;2.629877;-0.203941;0.024242;-0.355576;-0.571494;-0.010551;-0.551072
51;9.241926;0.786566;2.577543;-0.136425;-0.053586;-0.502294;-0.572375;-0.017992;-0.550641
52;9.097943;0.794175;2.78553;-0.075555;-0.179044;-0.590841;-0.572977;-0.02654;-0.547308
53;9.360386;1.26655;2.715262;0.029925;-0.147718;-0.606435;-0.576758;-0.044422;-0.545427
54;9.259257;1.868986;2.896429;0.193488;-0.267846;-0.662989;-0.578056;-0.06163;-0.54058
55;9.076042;2.171255;2.790576;0.230044;-0.28162;-0.578209;-0.583587;-0.078437;-0.532467
56;9.138738;2.71555;2.471491;0.322877;-0.217699;-0.459553;-0.584907;-0.095664;-0.525544
57;9.25494;3.210573;2.374159;0.365782;-0.164136;-0.301224;-0.589514;-0.112753;-0.519579
58;9.089554;2.958609;2.493415;0.501885;-0.093775;-0.158802;-0.591499;-0.128483;-0.512996
59;9.425574;3.297559;2.157594;0.526491;-0.036494;-0.059612;-0.590277;-0.140839;-0.509454
60;9.084803;3.08812;2.094939;0.611556;-0.008536;-0.031308;-0.591207;-0.153254;-0.504988
61;9.588808;3.42827;1.954827;0.684272;-0.026656;-0.010777;-0.591158;-0.166631;-0.501609
62;9.045186;3.62572;1.737739;0.48778;-0.022339;-0.000522;-0.591807;-0.176259;-0.49669
63;8.933235;3.668078;1.476095;0.217848;0.017548;-0.061713;-0.591135;-0.18592;-0.493776
64;8.929623;2.898073;1.567693;-0.083417;0.079816;-0.157391;-0.588114;-0.18909;-0.495469
65;8.771547;2.665577;1.647595;-0.298808;-0.017346;-0.258586;-0.587609;-0.190817;-0.498246
66;8.657104;2.468904;1.92561;-0.312613;-0.048941;-0.279916;-0.586209;-0.190334;-0.498704
67;8.983206;2.805086;1.790207;-0.289135;-0.039773;-0.210859;-0.584167;-0.18934;-0.499274
68;9.094696;2.954305;2.195232;-0.19062;-0.053809;-0.148912;-0.583327;-0.187335;-0.50305
69;9.101291;3.386632;2.153573;-0.146011;-0.060408;-0.067578;-0.582964;-0.187478;-0.503546
70;8.967356;3.343659;2.120501;-0.05911;-0.045147;-0.000365;-0.583105;-0.186027;-0.501261
71;9.269509;3.407854;2.043267;-0.038312;-0.08135;0.073861;-0.586249;-0.183521;-0.499425
72;9.123299;3.454949;1.932634;-0.003176;-0.051234;0.098658;-0.587544;-0.181469;-0.499425
73;9.074828;3.360717;1.811271;-0.0627;-0.010901;0.128679;-0.590035;-0.176721;-0.497491
74;8.89984;3.033552;1.912127;-0.073898;0.001322;0.110948;-0.591943;-0.171826;-0.499292
75;9.060993;2.88714;1.853538;-0.075734;0.016617;0.072147;-0.593826;-0.169205;-0.500637
76;9.092688;2.847998;1.918279;-0.078825;0.029594;0.048329;-0.591272;-0.164361;-0.501292
77;8.99274;2.789934;2.064497;-0.06355;0.055908;0.040417;-0.59209;-0.16112;-0.502079
78;9.036612;2.779968;2.080008;-0.021241;0.023998;0.024514;-0.590128;-0.160375;-0.504203
79;9.119199;2.939847;2.073587;0.025097;-0.000128;0.027205;-0.590494;-0.159031;-0.503743
80;9.051134;2.872315;2.01015;0.091053;0.010557;0.030811;-0.591366;-0.160738;-0.50309
81;9.226147;3.172717;1.934214;0.104528;0.005197;0.067103;-0.591106;-0.160748;-0.503076
82;9.084967;3.017784;2.047258;0.124874;0.000171;0.075894;-0.590532;-0.161448;-0.501987
83;9.070431;3.037553;1.909752;0.079343;-0.011009;0.079351;-0.593388;-0.161335;-0.502142
84;9.072813;3.076427;1.89444;0.064794;-0.055477;0.052752;-0.594109;-0.160251;-0.501045
85;9.099766;2.974217;1.933308;0.046435;-0.023408;0.033364;-0.59445;-0.16118;-0.500127
86;9.060828;2.933095;1.950551;0.00568;-0.009554;0.0192;-0.595973;-0.161393;-0.499553
87;9.119475;2.828314;1.980162;-0.015503;-0.002759;0.008597;-0.594267;-0.160664;-0.499095
88;9.056029;2.869899;1.990704;-0.020186;-0.010877;-0.023233;-0.595613;-0.160335;-0.500084
89;9.099959;2.842999;1.972275;-0.009162;0.034223;-0.040782;-0.59431;-0.15932;-0.499915
90;9.129463;2.71909;1.923526;-0.01224;0.00276;-0.060284;-0.593556;-0.160145;-0.50037
91;9.114361;2.993586;1.925856;-0.010782;-0.017769;-0.046171;-0.59328;-0.161894;-0.500044
92;9.026633;3.030617;1.843184;-0.034338;-0.018373;-0.028555;-0.592515;-0.161521;-0.500274
93;9.197386;2.944772;1.83504;-0.037222;-0.014549;-0.017914;-0.594589;-0.163041;-0.50034
94;9.201994;3.029485;1.970576;-0.037078;-0.045486;0.017358;-0.595884;-0.161389;-0.500327
95;9.031766;2.901955;1.80393;-0.052967;-0.015703;0.010279;-0.596226;-0.158049;-0.499405
96;9.026828;2.887209;1.906817;-0.018852;-0.049313;0.001413;-0.595914;-0.157271;-0.498374
97;9.246144;2.861671;1.981502;-0.029493;-0.075919;-0.000363;-0.597467;-0.156677;-0.498344
98;9.182858;2.893859;1.828369;-0.041992;0.002155;-0.003763;-0.598185;-0.156793;-0.497211
99;9.14136;2.847599;1.997276;-0.026991;0.01969;0.001572;-0.598516;-0.154632;-0.498589
100;9.119482;2.840519;1.94816;-0.029908;-0.011068;-0.026763;-0.597374;-0.154539;-0.49905
101;9.031441;2.99875;1.983198;-0.017008;0.036828;-0.008995;-0.596808;-0.153212;-0.500616
102;9.080353;2.869671;2.044875;-0.028853;0.037739;-0.039035;-0.595508;-0.15393;-0.500526
103;9.122065;2.726247;2.008877;0.02761;-0.01364;-0.00375;-0.594753;-0.155824;-0.500949
104;9.241097;3.00759;1.888407;-0.011857;-0.041914;0.006806;-0.595508;-0.154331;-0.500514
105;9.133703;3.115042;1.860456;0.000576;-0.013565;0.006859;-0.597429;-0.15386;-0.500111
106;9.021917;2.901782;1.918716;-0.038436;0.007666;-0.004675;-0.596479;-0.153213;-0.501766
107;9.056159;2.789735;2.001882;-0.011227;-0.027178;-0.023264;-0.595319;-0.153549;-0.499359
108;9.095185;2.755479;2.032415;-0.014549;-0.042963;-0.033892;-0.598454;-0.153955;-0.499903
109;9.255964;2.788644;2.044056;0.006629;-0.016239;-0.024934;-0.597614;-0.154266;-0.498682
110;9.065847;2.906573;1.838601;0.016169;0.033338;-0.014261;-0.598426;-0.154895;-0.499355
111;9.089982;2.959562;2.001885;0.030042;-0.018086;-0.03642;-0.597048;-0.156808;-0.500264
112;9.011887;3.13037;1.787426;0.023201;0.017892;-0.052254;-0.596577;-0.157109;-0.498673
113;9.129098;2.857243;2.065393;-0.013254;0.045675;-0.017792;-0.595083;-0.158757;-0.499843
114;9.158744;2.709269;1.902132;-0.054277;0.0563;-0.016056;-0.594619;-0.157697;-0.500887
115;9.004885;2.843416;2.005062;-0.047378;0.0303;-0.005533;-0.593128;-0.158144;-0.502092
116;9.100144;2.884855;1.678105;-0.086976;0.056816;0.012173;-0.592445;-0.156819;-0.503911
117;9.172896;2.837363;2.183781;-0.041389;0.026708;-0.037285;-0.591504;-0.154703;-0.50574
118;8.802554;2.924778;1.902763;-0.09646;0.045782;-0.132782;-0.590579;-0.154985;-0.507888
119;9.285105;2.841897;2.058243;-0.114182;0.027479;-0.053232;-0.591391;-0.155214;-0.508573
120;8.894933;2.984744;2.047397;-0.144593;0.010183;-0.049862;-0.588345;-0.153853;-0.509748
121;8.670527;3.029333;2.18016;-0.123665;-0.031708;-0.026136;-0.588568;-0.15185;-0.509041
122;8.996506;3.396936;2.122461;-0.201768;0.045425;0.031464;-0.587981;-0.147192;-0.510184
123;9.244995;3.456418;2.11052;-0.239372;0.093676;0.119029;-0.585722;-0.138947;-0.516533
124;9.318675;2.981907;2.406004;-0.191404;0.117368;0.213604;-0.585689;-0.130125;-0.518347
125;9.021906;2.594575;2.542742;-0.066039;0.084391;0.195897;-0.58429;-0.122789;-0.523808
126;9.124399;2.433452;2.708494;-0.014479;0.106053;0.245469;-0.582837;-0.11709;-0.525714
127;9.217088;2.39659;2.690978;0.078233;0.11072;0.291533;-0.581203;-0.113676;-0.526635
128;9.344802;2.000751;2.35256;0.135086;0.106238;0.311019;-0.581415;-0.108849;-0.528216
129;8.753916;2.518116;2.593808;0.124825;0.029705;0.371676;-0.581783;-0.101076;-0.530279
130;9.148991;2.531336;2.262105;0.094669;-0.028883;0.37075;-0.584007;-0.095916;-0.530679
131;9.900499;1.94927;2.405896;-0.019774;-0.047936;0.176427;-0.584922;-0.090166;-0.528301
132;9.171394;2.132445;2.518815;-0.072892;-0.028392;0.0252;-0.585839;-0.085993;-0.528472
133;8.872305;1.838024;2.338448;-0.065819;-0.004392;0.031332;-0.586193;-0.083184;-0.527795
134;9.171332;2.190817;2.473782;-0.11351;-0.025234;0.089638;-0.58666;-0.077681;-0.529279
135;9.135382;1.968056;2.22524;-0.174506;-0.034439;0.068325;-0.587161;-0.072862;-0.528928
136;9.322594;2.070952;2.527068;-0.14791;-0.056209;0.031275;-0.58862;-0.067462;-0.529553
137;9.232662;1.971987;2.449175;-0.118898;-0.041919;0.010108;-0.589988;-0.063684;-0.528439
138;9.249763;1.923233;2.49919;-0.132726;-0.0426;-0.011107;-0.591009;-0.058977;-0.528113
139;9.278997;1.945004;2.467465;-0.086432;-0.051175;-0.005762;-0.592253;-0.059072;-0.527138
140;9.354768;1.854907;2.394375;-0.093918;-0.015561;-0.03218;-0.591859;-0.058021;-0.527018
141;9.281752;1.782353;2.428766;-0.043221;0.019588;-0.026778;-0.590536;-0.05661;-0.52647
142;9.288836;1.908586;2.436458;-0.02467;0.050087;0.021012;-0.590122;-0.054339;-0.528461
143;9.315879;1.772446;2.439237;-0.003788;0.049117;0.047524;-0.589626;-0.052353;-0.528882
144;9.354927;1.752867;2.415716;-0.037516;0.064965;0.038695;-0.588956;-0.051959;-0.530934
145;9.237783;1.816482;2.476413;-7.4e-05;0.065316;0.038712;-0.587343;-0.050941;-0.532305
146;9.315727;1.77211;2.612862;-0.007063;0.050471;0.031623;-0.586336;-0.048841;-0.532832
147;9.281762;1.704362;2.571955;0.019565;0.058172;0.03872;-0.585307;-0.049122;-0.535494
148;9.203747;1.709568;2.595135;0.015425;0.062488;0.065198;-0.583951;-0.046761;-0.536789
149;9.240349;1.699734;2.561626;0.05483;0.068085;0.058199;-0.582214;-0.046414;-0.538263
150;9.359753;1.689347;2.597852;0.024947;0.061777;0.036987;-0.579787;-0.046769;-0.538903
151;9.34033;1.596968;2.69698;0.035719;0.065404;0.033458;-0.580663;-0.045115;-0.540814
152;9.220735;1.677629;2.740226;0.02345;0.086828;0.020215;-0.578973;-0.044891;-0.543196
153;9.276869;1.626329;2.749306;0.004457;0.105134;0.031723;-0.574946;-0.045026;-0.545443
154;9.193888;1.660614;2.818367;-0.000321;0.076421;0.047536;-0.572897;-0.046679;-0.548399
155;9.218396;1.616912;2.748583;-0.00615;0.036847;0.031554;-0.573177;-0.042928;-0.548784
156;9.245182;1.553342;2.899263;-3.4e-05;-0.043814;0.041993;-0.571825;-0.042858;-0.547676
157;9.18017;1.311632;2.479435;-0.115175;-0.032839;0.008286;-0.573089;-0.039613;-0.54706
158;9.389857;1.196203;2.59711;-0.149772;-0.067257;-0.041238;-0.576399;-0.039094;-0.545954
159;9.131137;1.320983;2.793982;0.038112;-0.088524;-0.15329;-0.577513;-0.039194;-0.544972
160;9.126543;1.267995;2.579642;0.045595;-0.092791;-0.251328;-0.577439;-0.042946;-0.543561
161;9.038119;1.627727;2.650293;0.028059;-0.13698;-0.267326;-0.579656;-0.051177;-0.538896
162;9.298286;2.054151;2.487866;0.040975;-0.132791;-0.247759;-0.582469;-0.057635;-0.535742
163;9.324758;2.226363;2.529287;0.034349;-0.079782;-0.23527;-0.585529;-0.065796;-0.534887
164;9.255919;2.520366;2.630723;0.024681;-0.11009;-0.244166;-0.586408;-0.072462;-0.531884
165;9.129204;2.535667;2.584519;0.158659;-0.047164;-0.213005;-0.585519;-0.077054;-0.529756
166;9.08313;2.38526;2.620673;0.1746;-0.041024;-0.122034;-0.587138;-0.085408;-0.528559
167;9.197695;2.428612;2.509169;0.282028;-0.096503;-0.05045;-0.587612;-0.093026;-0.525246
168;9.212087;2.560223;2.363018;0.400623;-0.147125;-0.082194;-0.590627;-0.102996;-0.521504
169;9.265754;2.63808;2.149729;0.376378;-0.157259;-0.114896;-0.593217;-0.112552;-0.51656
170;9.080018;2.945053;2.129344;0.330916;-0.146784;-0.120247;-0.596247;-0.12088;-0.512583
171;9.129331;2.71203;1.940962;0.242217;-0.130605;-0.099126;-0.599011;-0.129643;-0.505984
172;9.256385;2.556081;1.879577;0.023247;-0.156834;-0.161233;-0.600633;-0.134153;-0.502305
173;9.047016;2.610719;1.667398;-0.21347;-0.136923;-0.193308;-0.601399;-0.136503;-0.499144
174;9.130112;2.357275;1.902933;-0.312848;-0.125405;-0.135113;-0.603345;-0.135117;-0.496694
175;9.051889;2.464417;1.958572;-0.365847;-0.103631;-0.12101;-0.605071;-0.132507;-0.497511
176;9.249216;2.482749;2.010152;-0.291768;-0.058466;-0.083683;-0.606845;-0.127108;-0.496725
177;9.346155;2.768724;2.062888;-0.187951;-0.053204;-0.018145;-0.605731;-0.124231;-0.495194
178;9.226786;2.784064;1.977669;-0.119568;-0.033103;-0.003924;-0.607914;-0.121724;-0.497329
