time index;acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z
1;0.144182;9.178261;3.567575;-0.004902;0.012231;-0.021471;-0.307472;-0.690704;-0.108296
2;0.183264;9.131937;3.559192;-0.00606;-0.014691;-0.006507;-0.308521;-0.690259;-0.108495
3;0.180885;9.09551;3.564681;0.00551;-0.003657;-0.005593;-0.309828;-0.690608;-0.108685
4;0.171154;9.098035;3.540035;0.008177;0.006379;-0.005571;-0.308554;-0.690252;-0.109148
5;0.168681;9.100405;3.576638;-0.009774;0.023597;-0.002025;-0.308396;-0.690665;-0.108607
6;0.180805;9.129464;3.588543;-0.003641;0.018323;0.003277;-0.308116;-0.690412;-0.108209
7;0.166262;9.076078;3.603924;0.007312;0.006317;-0.007343;-0.308149;-0.690806;-0.10885
8;0.188196;9.088158;3.579592;0.021802;-0.012895;-0.01619;-0.308911;-0.69011;-0.10852
9;0.156514;9.095634;3.56431;0.025415;-0.016535;-0.017967;-0.308658;-0.689851;-0.108645
10;0.180852;9.105186;3.584076;0.029174;-0.024021;-0.026803;-0.308164;-0.691362;-0.106622
11;0.144253;9.14185;3.558429;0.021724;-0.014603;-0.012667;-0.307865;-0.690445;-0.105853
12;0.16862;9.124649;3.598224;0.057347;-0.026961;-0.009115;-0.307262;-0.691153;-0.104238
13;0.149246;9.090889;3.525155;0.066318;-0.032348;-0.010006;-0.306725;-0.692515;-0.10391
14;0.16626;9.15409;3.450951;0.080551;-0.014008;-0.009058;-0.308603;-0.694085;-0.10006
15;0.185892;9.088464;3.427937;0.102428;-0.014379;-0.03023;-0.308162;-0.693333;-0.096546
16;0.136941;9.251595;3.341211;0.061977;-0.019775;-0.016154;-0.307278;-0.694324;-0.094518
17;0.122298;9.290632;3.286511;0.071404;-0.006489;0.001548;-0.306547;-0.693565;-0.09294
18;0.149211;9.232217;3.283045;0.026654;-0.001236;0.008575;-0.309212;-0.694409;-0.091756
19;0.161414;9.241945;3.243933;0.00091;0.018376;0.001525;-0.309584;-0.693595;-0.091409
20;0.215122;9.173614;3.275282;-0.07145;0.026951;0.005883;-0.307686;-0.693259;-0.092359
21;0.205229;9.175778;3.436492;-0.090783;0.029994;-0.010034;-0.308874;-0.693987;-0.095263
22;0.180832;9.156341;3.504932;-0.066684;0.013823;-0.010049;-0.308237;-0.692915;-0.097993
23;0.185806;9.066331;3.570154;-0.013896;0.001359;-0.016204;-0.308066;-0.691567;-0.099715
24;0.129787;9.081321;3.500573;0.027078;-0.023595;-0.010922;-0.307827;-0.691439;-0.100097
25;0.137044;9.1348;3.455734;0.03359;-0.003701;0.017395;-0.308504;-0.692501;-0.09815
26;0.137028;9.168896;3.406233;0.063243;-0.019135;0.00857;-0.309012;-0.692484;-0.097917
27;0.188231;9.178441;3.36038;0.055539;-0.00689;-0.007296;-0.308107;-0.693747;-0.09549
28;0.190679;9.173576;3.358056;0.030637;-0.008102;-0.01086;-0.308094;-0.694577;-0.092732
29;0.180807;9.253805;3.339392;0.012618;0.002853;-0.003787;-0.30745;-0.694467;-0.092831
30;0.161355;9.266194;3.263074;-0.007728;-0.01747;-0.010038;-0.308329;-0.693502;-0.092256
31;0.176083;9.202965;3.269289;-0.051371;0.006598;-0.014457;-0.309225;-0.693177;-0.094525
32;0.185838;9.144419;3.378054;-0.075445;0.027226;-0.017095;-0.308273;-0.692396;-0.096189
33;0.180857;9.149083;3.490386;-0.09083;0.019148;-0.007417;-0.307574;-0.691873;-0.097728
34;0.176024;9.105315;3.530201;-0.047202;0.001456;-0.00211;-0.309752;-0.691635;-0.099673
35;0.18094;9.081004;3.530699;-0.019494;-0.018347;-0.003003;-0.307572;-0.691849;-0.100201
36;0.168718;9.117553;3.500532;0.029664;-0.030749;-0.006504;-0.309314;-0.691795;-0.098734
37;0.158933;9.183348;3.411204;0.026808;-0.017814;0.001472;-0.309048;-0.69087;-0.098617
38;0.205222;9.21477;3.367341;0.001439;-0.003026;0.019153;-0.309383;-0.690709;-0.100071
39;0.180862;9.183227;3.416429;-0.05266;0.003383;0.003197;-0.310161;-0.69215;-0.10007
40;0.188194;9.144226;3.471018;-0.062314;0.019434;-0.005615;-0.310245;-0.69066;-0.10168
41;0.168684;9.144297;3.485394;-0.044492;0.005082;-0.003863;-0.31026;-0.689853;-0.101964
42;0.1955;9.119798;3.525353;-0.046745;0.01833;0.017362;-0.308948;-0.690953;-0.104204
43;0.20041;9.105225;3.513454;-0.028443;-0.012946;-0.002111;-0.30968;-0.690642;-0.105813
44;0.185751;9.100342;3.564671;-0.042562;-0.011454;-0.010078;-0.308869;-0.692017;-0.105209
45;0.224778;9.070962;3.585337;-0.010247;-0.005995;-0.019737;-0.309583;-0.690907;-0.106451
46;0.210134;9.075865;3.599702;0.007863;0.011986;-0.033814;-0.309777;-0.690109;-0.105184
47;0.200646;9.013105;3.427026;0.044556;0.032219;-0.038153;-0.307253;-0.691264;-0.106577
48;0.522655;8.895136;3.309245;0.183242;0.190459;-0.149756;-0.303182;-0.69333;-0.103177
49;0.225789;8.629492;3.309368;0.559042;0.21021;-0.285401;-0.296584;-0.697962;-0.093581
50;-0.178675;8.3392;3.775363;0.396961;0.291293;-0.476331;-0.284418;-0.704148;-0.084294
51;-0.642739;9.104831;3.407754;0.802581;0.1583;-0.414364;-0.270802;-0.712182;-0.069542
52;-0.85363;10.036763;3.036198;0.740121;0.16473;-0.292508;-0.260363;-0.716408;-0.048434
53;-0.852775;10.13618;1.863127;0.896804;0.095421;-0.006297;-0.252852;-0.720129;-0.026197
54;-0.588751;9.631992;1.934594;0.441993;0.165488;0.111694;-0.255035;-0.721958;-0.008174
55;-0.39323;9.100743;2.362524;0.2777;0.092229;0.081325;-0.260062;-0.719433;7.1e-05
56;-0.513227;9.582788;2.063757;0.648688;0.009127;0.049802;-0.26139;-0.718987;0.01456
57;-0.488928;10.043287;1.22956;0.668698;0.039935;0.034051;-0.262116;-0.717826;0.035695
58;-0.444848;9.989899;1.094214;0.448717;0.067453;-0.026193;-0.263166;-0.717612;0.045521
59;-0.600691;9.842267;1.236255;0.41624;0.083998;-0.010358;-0.261791;-0.71751;0.05704
60;-0.539271;9.740654;0.877033;0.421887;0.105628;-0.020894;-0.262524;-0.716141;0.070492
61;-0.597624;9.794893;0.6111;0.323903;0.086582;-0.024586;-0.263361;-0.715927;0.079419
62;-0.568328;9.760725;0.62192;0.214248;0.113895;0.012442;-0.26304;-0.714796;0.085648
63;-0.451225;9.575114;0.851904;0.20008;0.082676;0.008841;-0.262542;-0.714167;0.087738
64;-0.651378;9.887504;0.584219;0.24974;0.02728;0.026426;-0.265337;-0.713583;0.093947
65;-0.504369;9.571558;0.320505;0.25621;0.061881;0.061844;-0.265805;-0.712711;0.102484
66;-0.465113;9.437854;0.286746;0.26913;0.072198;5.6e-05;-0.267965;-0.710677;0.108424
67;-0.328825;9.648844;0.084616;0.206055;0.070231;-0.054718;-0.268684;-0.709772;0.114604
68;-0.409536;9.775393;0.159443;0.098076;0.074779;-0.055727;-0.267152;-0.709183;0.11662
69;-0.516958;9.848656;0.229902;0.170242;0.028999;-0.091971;-0.264402;-0.709611;0.122114
70;-0.505059;9.923536;0.407295;0.054474;0.051659;-0.021394;-0.263745;-0.710198;0.124768
71;-0.490616;10.037648;0.385964;0.271097;-0.054581;-0.049611;-0.261594;-0.708581;0.128738
