time index;acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z
1;0.652541;9.682474;-1.445645;-0.009881;0.000176;-0.007806;-0.398344;-0.830576;0.107833
2;0.607605;9.690158;-1.446384;-0.038668;-6.5e-05;-0.014955;-0.398873;-0.832188;0.10594
3;0.675119;9.719565;-1.400331;-0.045991;0.009034;-0.00586;-0.398443;-0.830836;0.106473
4;0.675125;9.719539;-1.392859;-0.020613;-0.003642;-0.01686;-0.398376;-0.832162;0.103504
5;0.667579;9.674671;-1.370691;-0.022674;0.002134;0.003087;-0.399067;-0.831104;0.105368
6;0.66763;9.697031;-1.355686;-0.029834;-0.008795;-0.004205;-0.398967;-0.830544;0.103181
7;0.637678;9.697121;-1.341247;-0.020845;-0.003303;-0.00056;-0.397354;-0.831605;0.10271
8;0.667604;9.689612;-1.37065;-0.040563;0.003622;-0.008618;-0.398092;-0.832011;0.101876
9;0.645141;9.704713;-1.385933;-0.033465;-0.001557;-0.000521;-0.398021;-0.831058;0.101179
10;0.637672;9.689624;-1.333796;-0.0352;0.018117;-0.002191;-0.39884;-0.831741;0.101029
11;0.652661;9.689527;-1.326071;-0.038786;0.001856;-0.007723;-0.398087;-0.831456;0.100231
12;0.667657;9.689404;-1.310873;-0.024258;0.003568;-0.014085;-0.399259;-0.83092;0.099229
13;0.667633;9.666939;-1.29599;-0.011694;0.001016;-0.00961;-0.398615;-0.832004;0.100361
14;0.652675;9.689475;-1.311126;-0.013626;-0.00149;-0.000572;-0.397977;-0.832247;0.097935
15;0.645195;9.704504;-1.326156;-0.014385;-0.003504;-0.011435;-0.398833;-0.831172;0.097614
16;0.667657;9.689404;-1.310873;-0.020657;-0.003608;-0.015046;-0.398043;-0.831971;0.09711
17;0.652738;9.719306;-1.296101;-0.013408;-0.009029;-0.018713;-0.398396;-0.831576;0.097908
18;0.6527;9.704416;-1.311086;-0.020751;0.00194;-0.006863;-0.398965;-0.831444;0.097615
19;0.667696;9.704293;-1.295888;-0.015375;0.00201;-0.004169;-0.398535;-0.832117;0.097778
20;0.675187;9.704258;-1.295762;-0.022574;0.009152;-0.004106;-0.397596;-0.8317;0.097665
21;0.65274;9.70426;-1.266253;-0.010772;-0.014324;-0.015136;-0.398752;-0.83157;0.096807
22;0.652727;9.704312;-1.281197;-0.020589;0.005284;-0.018599;-0.399063;-0.833189;0.09601
23;0.652701;9.696894;-1.296162;-0.003751;0.002223;0.003951;-0.398568;-0.832503;0.095469
